,title,link,date,section,text
178,‘The Daily’: President Trump’s Foreign Policy Muse,https://www.nytimes.com/2017/02/02/podcasts/the-daily-president-trumps-foreign-policy-muse.html?searchResultPosition=68,2017/02/02,THE DAILY,"Back on the campaign trail, then-candidate Donald J. Trump argued that the United States faced a threat — radical Islamic terrorism — on par with fascism, Nazism and communism. He declared to a cheering crowd in Youngstown, Ohio, that “those who do not believe in our Constitution or who support bigotry and hatred will not be allowed into our country.” Now that view is not the stuff of stump speeches. It’s America’s foreign policy. As the White House puts in place a sweeping immigration ban focused on majority-Muslim countries, one of the top investigative reporters at The New York Times, Scott Shane, has been seeking an answer to one big question. He wants to know where the president’s views on Islam came from. We talk with him on the show about what he’s found. If you are on your phone and don’t see an audio player on this page, follow the instructions below. On your iPhone or iPad: Open your podcast app. It’s a pre-loaded app called “Podcasts” with a purple icon. If you’re reading this from your phone, tap this link, which will take you straight there. (You can also use the magnifying glass icon to search; just type “The Daily.”) Once on the series page, you can tap on the episode title to play the episode (make sure you have an internet connection), and tap on the “subscribe” button to have new episodes sent to your phone free. Or if you have another preferred podcast player, you can find “The Daily” there. (Here’s the RSS feed.) On your Android phone or tablet: Open your podcast app. It’s a pre-loaded app called “Play Music” with an orange-and-yellow icon. If you’re reading this from your phone, tap this link, which will take you straight there. (You can also use the magnifying glass icon to search; just type “The Daily.”) Once on the series page, you can tap on the episode title to play the episode (make sure you have an internet connection), and tap on the word “subscribe” to have new episodes sent to your phone free. Or if you have another preferred podcast player, you can find “The Daily” there. (Here’s the RSS feed.) From a desktop or laptop: Click the “play” button above to start the show. Make sure to keep that window open on your browser if you’re doing other things, or else the audio will stop. You can always find the latest episode at nytimes.com/thedaily. On Amazon Echo, Echo Dot or Tap: Open your Alexa app. From the navigation panel on the left, select “Settings,” then select “Flash Briefing,” then select “Get more Flash Briefing Content.” Look for “The New York Times” and select “Enable Skill.” Now you can say, “Alexa, what’s my flash briefing?” and you will hear “The Daily.” On Google Home: You can say “Okay, Google, play New York Times news” to listen to that day’s audio report. "
179,"With Trump in Town, Washington Restaurants Await a Visit (From Ivanka)",https://www.nytimes.com/2017/02/02/us/politics/with-trump-in-town-washington-restaurants-await-a-visit-from-ivanka.html?searchResultPosition=69,2017/02/02,POLITICS,"WASHINGTON — President George Bush liked Peking duck from a restaurant in a Virginia strip mall. President Bill Clinton liked Indian food from the Bombay Club and the occasional run to McDonald’s. President Barack Obama spent eight years dining all over town, eating everything from upscale Italian at Fiola Mare to truffle macaroni and cheese at Equinox. President Trump, a culinary creature of habit and junk food aficionado, seems content, for now, to ensconce himself in the White House rather than partake of the dining options in increasingly foodie Washington. But in this overwhelmingly Democratic city, where even a local hoagie chain owner faced a storm of criticism for attending a meeting on small businesses with Mr. Trump at the White House, restaurateurs are hoping that Ivanka Trump, and not necessarily her father, turns up. “I can’t see him sitting down and having a bowl of gumbo,” said Gus DiMillo, whose restaurant group owns Acadiana, which specializes in Cajun-Creole fare. “I’m more curious about Ivanka.” A precisely put-together entrepreneur, mother of three and wife to Jared Kushner, a top White House adviser, Ms. Trump will most likely continue the work she did on the campaign trail to humanize her father and promote the family brand in Washington. But many residents are still smarting from the results of the election and wondering what will happen to an urban renaissance and an explosion of restaurants, bars and nightclubs that coincided with Mr. Obama’s time in office. Nicholas Stefanelli, the head chef and owner of Masseria, a restaurant frequently visited by the former first lady, Michelle Obama, said that Washington took on the characteristics of each administration in power — but that the Trumps would probably have to adapt to the dining and night-life culture of the city, not the other way around. "
180,Foreigners Trapped in the United States by New Policy,https://www.nytimes.com/2017/02/02/us/foreigners-trapped-in-the-united-states-by-new-policy.html?searchResultPosition=70,2017/02/02,U.S.,"Much of the criticism of the executive order signed by President Trump has focused on foreigners prevented from entering the country, but a court filing in the legal battle over the travel ban reveals a far broader impact, imperiling the residency status of tens of thousands of immigrants — everyone from asylum seekers to students and technology workers — already living in the United States. Amid a storm of protest, Mr. Trump on Thursday continued to stick by the ban as essential to the safety of the nation, saying that in the “coming days, we will develop a system to help ensure that those admitted into our country fully embrace our values of religious and personal liberty.” “We want people to come into our nation, but we want people to love us and to love our values, not to hate us and to hate our values,” Mr. Trump said at the National Prayer Breakfast. Now, the Department of Homeland Security’s internal auditor has entered the fray. The office of the department’s inspector general announced late Wednesday that it would review how the agency carried out the executive order, which suspended the entry of all refugees for 120 days and blocked for 90 days citizens from seven predominantly Muslim countries: Iran, Iraq, Libya, Somalia, Sudan, Syria and Yemen. The auditor said the review was a response to requests from Congress, whistle-blowers and to complaints received on a hotline. In addition to reviewing how the Department of Homeland Security carried out the executive order, the inspector general’s office said it would review the agency’s adherence to court orders and allegations of individual misconduct. The inspector general’s office, which did not say how long its review would take, said it could look into other issues as well. Following Mr. Trump’s order, the State Department went even further than prohibiting those outside the country from entering: It issued an internal memorandum revoking the visas of all nationals from those countries, without notifying them, even those who are legally studying, working and living in the United States. "
181,Yemenis Close Bodegas and Rally to Protest Trump’s Ban,https://www.nytimes.com/2017/02/02/nyregion/new-yorks-yemeni-owned-bodegas-close-to-protest-trumps-immigration-ban.html?searchResultPosition=28,2017/02/02,NEW YORK,"Thousands of Yemeni-Americans and their supporters rallied in Brooklyn on Thursday to denounce President Trump’s executive order on immigration, hours after hundreds of Yemeni-owned bodegas and grocery stores around New York closed to protest the order. Waving American and Yemeni flags and holding signs in English and Arabic, the demonstrators filled the plaza at Borough Hall. They gathered for the Islamic sunset prayer and listened intently as a series of public officials greeted them with the words “Assalamu alaikum” and condemned the president’s order, which temporarily bars citizens of Yemen and six other majority-Muslim countries from entering the United States. “This order goes against everything we came here for and everything America stands for,” said Abdul Salam Mubaraz, a bodega owner who had closed his shop for the day and spoke from the stage. For people fleeing war-torn countries like Yemen, he said, the restrictions amounted to “having the door of freedom shut by President Trump.” Yemeni-owned bodegas are institutions in many New York neighborhoods, selling coffee and bagels, groceries, umbrellas and many other items. Organizers said several hundred had closed from noon to 8 p.m. on Thursday in protest, which Eric L. Adams, the Brooklyn borough president, told the crowd, sent “a loud and clear message to America.” Mayor Bill de Blasio expressed support for the protesters on Twitter. “New York City’s bodega owners are bravely shutting their doors to oppose the president’s shameful executive order,” Mr. de Blasio wrote. “I stand with them.” "
182,How Trump Would Corrupt the Pulpit,https://www.nytimes.com/2017/02/02/opinion/how-trump-would-corrupt-the-pulpit.html?searchResultPosition=27,2017/02/02,OPINION,"President Trump just reiterated his campaign promise to “get rid of and totally destroy” the law prohibiting churches and other nonprofit tax-exempt institutions from endorsing political candidates. This change would be horrible for politics — and even worse for religion. The law, known as the Johnson Amendment, was written by Lyndon B. Johnson, then a senator from Texas, in 1954. It prohibits tax-exempt churches from endorsing political candidates. Mr. Trump on Thursday said repealing the rule would “allow our representatives of faith to speak freely and without fear of retribution,” adding, “Freedom of religion is a sacred right, but it is under serious threat.” Let’s start by clearing up two misunderstandings. The rule does not prevent churches — or other charities — from speaking freely. Religious leaders and churches have been weighing in on political issues for as long as there have been pulpits. The Rev. Dr. Martin Luther King Jr., Jerry Falwell, Pat Robertson, Jeremiah Wright and thousands of clergy on any given weekend have been energetic advocates of political or social causes. The rule does not even prohibit clergy from endorsing a candidate. Rather, it says that if a religious leader endorses a candidate, then his church cannot receive the significant benefit of tax exemption, and that people cannot, therefore, make a tax-deductible contribution to that church. Eliminating the endorsement rule would mean that your tax dollars would now indirectly subsidize a church’s support for a particular political candidate. For instance, conservative taxpayers would indirectly support the Rev. Al Sharpton if he decided to endorse a candidate — or the local mosque that wanted to endorse a candidate. And progressives would indirectly support churches that endorse candidates who are opposed to same-sex marriage. The conservatives clamoring for this change should think hard: They don’t like their tax dollars going to support groups that perform abortions. Do they really want to pay for churches that push pro-choice candidates? They fear and distrust Islam. Do they really want their hard-earned money to back the preferred political candidates of the local Islamic center? "
183,Republicans Move to Block Rule on Coal Mining Near Streams,https://www.nytimes.com/2017/02/02/business/energy-environment/senate-coal-regulations.html?searchResultPosition=26,2017/02/02,ENERGY & ENVIRONMENT,"Republicans on Thursday took one of their first steps to officially dismantle Obama-era environmental regulations by easing restrictions on coal mining, bolstering an industry that President Trump has made a symbol of America’s neglected heartland. Using an obscure law that allows Congress to review regulations before they take effect, the Senate voted to reverse the Stream Protection Rule, which seeks to protect the nation’s waterways from debris generated by a practice called surface mining. The Interior Department had said the rule would protect 6,000 miles of streams and 52,000 acres of forests by keeping coal mining debris away from nearby waters. The Senate vote was 54 to 45, following a House vote for repeal on Wednesday. “Make no mistake about it, this Obama administration rule is not designed to protect streams,” Representative Bill Johnson, a Republican from Ohio who sponsored the move to reverse the rule, said on Wednesday. “Instead, it was an effort to regulate the coal mining industry right out of business.” The Senate also moved to reverse a separate rule requiring publicly traded oil, gas and mineral companies to disclose payments to foreign governments for licenses or permits. The disclosure rule was aimed at curbing bribery and at helping resource-rich developing countries hold fossil-fuel companies, and their governments, accountable. After a procedural vote on Thursday, final Senate action to cancel the rule is expected Friday, with Mr. Trump’s signature to follow. The Trump administration, which has vowed to peel back regulations, is particularly close to the fossil fuel industry. On Wednesday, the Senate confirmed President Trump’s pick for secretary of state, Rex W. Tillerson, the former chairman and chief executive of Exxon Mobil. "
184,Uber C.E.O. to Leave Trump Advisory Council After Criticism,https://www.nytimes.com/2017/02/02/technology/uber-ceo-travis-kalanick-trump-advisory-council.html?searchResultPosition=25,2017/02/02,TECHNOLOGY,"SAN FRANCISCO — Travis Kalanick needed everyone to take a deep breath. The chief executive of Uber was holding a regularly scheduled all-hands meeting on Tuesday at the ride-hailing company’s San Francisco headquarters when he faced an onslaught of questions from upset employees. Uber was under attack — unfairly, many staff members believed — after people accused the company of seeking to profit from giving rides to airport customers in New York during weekend protests against President Trump’s immigration order. But there was another matter disturbing the employees: Mr. Kalanick himself. He had joined Mr. Trump’s economic advisory council in December. After the immigration order against refugees and seven Muslim-majority countries, many staff members wondered why Mr. Kalanick was still willing to advise the president. “What would it take for you to quit the economic council?” at least two employees asked at the Tuesday meeting. On Thursday, Mr. Kalanick gave his answer, stepping down from Mr. Trump’s economic advisory council. “There are many ways we will continue to advocate for just change on immigration, but staying on the council was going to get in the way of that,” Mr. Kalanick wrote in an email to employees obtained by The New York Times. Mr. Kalanick’s exit from the advisory council underscores the tricky calculus facing many Silicon Valley corporate chieftains who try to work with the new administration. On one hand, many tech executives have openly tried to engage with the president, a path that is typically good for business. Yet Mr. Trump’s immigration order has been so unpopular with so many tech workers — many of whom are immigrants themselves and who advocate globalization — that they are now exerting pressure on their chief executives to push back forcefully against the administration. "
185,Republicans Try a New Tack on Climate Change,https://www.nytimes.com/2017/02/02/science/climate-change-republicans.html?searchResultPosition=24,2017/02/02,SCIENCE,"Not long ago, many Republican officeholders had a simple answer when asked about the changing climate: What changing climate? But the public began to notice the heat waves and the torrential rains and the tidal flooding. So then we had the “I am not a scientist” phase, with one lawmaker after another fending off climate questions with that formula. That drew such ridicule that Republicans critical of climate science had to come up with a more nuanced answer. Several variations on the new approach were on display recently during confirmation hearings for some of President Trump’s cabinet nominees. “Science tells us that the climate is changing and human activity in some manner impacts that change,” Scott Pruitt, the Oklahoma attorney general nominated to run the Environmental Protection Agency, told a Senate committee. “The human ability to measure with precision the extent of that impact is subject to continuing debate and dialogue, as well they should be.” Let us ponder the craftsmanship of that second sentence. “With precision” is the key phrase, of course, and it renders the statement almost axiomatically true. Do we have trouble taking the precise temperature of an entire planet and then divining, for a given period, exactly how much of the change in that temperature is caused by human activities? "
186,What About the Trump Presidency Surprises a Reporter Who Has Covered Him From the Start?,https://www.nytimes.com/2017/02/02/insider/what-about-the-trump-presidency-surprises-a-reporter-who-has-covered-him-from-the-start.html?searchResultPosition=23,2017/02/02,TIMES INSIDER,"For those who spent months and months carefully watching the Trump candidacy, campaign, and postelection activities, what, if anything, is surprising about his first days as President? We asked the Times reporter Jonathan Martin, who began covering then candidate Trump in the spring of 2015. President Donald J. Trump looks a lot like …candidate Donald J. Trump. There are the Twitter-borne insults, the constant staff leaks and backbiting and the exhausting whirlwind of controversy and chaos. If it is Wednesday, it must be contretemps with Iran. Or is it Mexico? Or Australia? And what did he say about Frederick Douglass? And, oh my, how about that Trump doctor? Speaking of health, covering Mr. Trump is like practicing journalism on a treadmill. It can be difficult to keep up. This is all to say that what is striking about the early days of the Trump administration is how very little D.J.T., as his staff likes to call him, has changed since he became the most powerful man in the world. The presidency can be sobering: the nuclear codes, the intelligence briefings, the weight of history. But if entering the White House has changed Mr. Trump, he is not showing it. He is still mocking his rivals and the news media, he continues to propagate conspiracy theories such as the falsehood that there were millions of illegal votes in the election, and he still spends a good deal of time watching television news. He has made no adjustments in the way he refers to U.S. allies, including Mexico, now that he speaks for an entire nation. There is a reason that during the campaign, speculation from TV-bound pundits about a potential Trump “pivot” became a sort-of inside joke among the reporters covering the race: It was never going to happen. "
187,"Arguing for a Judge Today, and Before Him Tomorrow",https://www.nytimes.com/2017/02/02/public-editor/gorsuch-katyal-supreme-court-liz-spayd-public-editor.html?searchResultPosition=22,2017/02/02,PUBLIC EDITOR,"Neal K. Katyal was for a time the top lawyer in the Obama administration. As acting solicitor general, he represented the government before the Supreme Court. He is no conservative, and says he is disappointed that the latest nominee to the court is from the White House of President Trump. Yet in the opinion pages of The New York Times on Tuesday, Katyal made a forceful case for Trump’s pick to the high court, Judge Neil Gorsuch. Katyal called the nominee a man of principle who will uphold the rule of law, and “bring a sense of fairness and decency to the job, and a temperament that suits the nation’s highest court.” The author says he knows this because he has seen Gorsuch in action, both in court and through a federal rules committee on which they both serve. What Katyal did not mention — and the Op-Ed page did not disclose in his bio — is that he has cases pending before the Supreme Court. Katyal was identified as a former solicitor general, a law professor at Georgetown University and a private litigator at the law firm Hogan Lovells. But in that last role he represents the giant drug manufacturer Bristol-Myers Squibb, Indian tribes and numerous other clients with cases before the court. Some readers would have liked to know more about Katyal’s background. Here’s one email from Mithra Busler of Atlantic Highlands, N.J. I took this concern to both Op-Ed page and to Katyal himself. Jim Dao, the Op-Ed editor, said the editors had not been aware of Katyal’s cases before the court. Writers are required to disclose potential conflicts, he said, but the process got rushed in this case. “Editors do try to ask writers directly,” he said. “On tight deadlines — and the Katyal piece was done on tight deadline — the question doesn’t always get asked. So I don’t blame the writer or the editor in this case.” "
188,Standing Up to President Trump,https://www.nytimes.com/2017/02/02/opinion/standing-up-to-president-trump.html?searchResultPosition=31,2017/02/02,OPINION,"To the Editor: Re “Long Critical of Trump’s Ideas, Republicans Now Applaud Them” (front page, Jan. 27): You report that congressional Republicans “responded with applause to many proposals they have long opposed.” Are Republicans so easily cowed by a Republican president who, as you note, is “largely out of step with Republican dogma”? Is Donald Trump to be given free rein to carry out his agenda regardless of the damage he is likely to inflict on the American people? In short, are there any adults left in the Republican Party willing to confront him? JAY N. FELDMAN Port Washington, N.Y. To the Editor: I have been surprised and chagrined at the lack of opposition to the Trump cabinet nominees by many Democratic senators. Even those claiming the progressive label are approving these cabinet nominees. Demonstrators objecting to this wimpy policy are picketing a number of offices of these Democratic senators. Yet there is very little media coverage of these protests. The Women’s March was tremendous. Now we need to follow up with sustained political action and resistance to what is happening to our country through the misguided actions of this White House regime. MUNIR KATUL  Eugene, Ore. To the Editor: As President Trump uses the power of the presidency to reverse many hard-fought gains of progressives (“For New President, Unlikely Role Model on Flexing Executive Muscle,” news article, Jan. 27), it’s time for progressives to overhaul their strategy. "
189,Trump Looks to Another Finance Veteran for Senior Role,https://www.nytimes.com/2017/02/02/business/dealbook/trump-stephen-feinberg-private-equity-cerberus.html?searchResultPosition=20,2017/02/02,DEALBOOK,"The founder of Cerberus Capital Management, an investment firm that owns companies like the gun maker Remington Outdoor and the supermarket chain Albertsons, is in discussions to join the Trump administration, the firm disclosed on Thursday. Stephen A. Feinberg, the founder, has held discussions with President Trump’s transition team about “a senior role,” according to a letter to Cerberus investors on Thursday that was reviewed by DealBook. The firm said that were he to take such a position, he would have to publicly disclose significant amounts of information about his finances. That could bring uncomfortable scrutiny upon Cerberus again. The $30 billion firm has been criticized for owning Remington, which made the rifle used in the deadly school shooting in Newtown, Conn., in 2012. After the shooting, Cerberus sought unsuccessfully to sell its interest in the gun maker, then offered its investors a way to cash out their stakes in the business. Cerberus said it had a succession plan in place if Mr. Feinberg were to leave, though it declined to elaborate. Mr. Feinberg, 56, has been a notable backer of Republican candidates and had served on Mr. Trump’s economic advisory council. He is among several financial moguls to enter the Trump administration’s orbit. The investor Wilbur L. Ross is Mr. Trump’s nominee for commerce secretary, while the hedge fund manager Steven T. Mnuchin is the administration’s nominee for Treasury secretary. Stephen A. Schwarzman, a co-founder and the chief executive of the Blackstone Group, leads a forum of business leaders who will meet with Mr. Trump on economic matters. News of Mr. Feinberg’s discussions with the Trump administration was reported earlier by The Wall Street Journal. "
190,"New England Patriots, Lady Gaga: Your Thursday Evening Briefing",https://www.nytimes.com/2017/02/02/briefing/new-england-patriots-lady-gaga.html?searchResultPosition=19,2017/02/02,BRIEFING,"(Want to get this briefing by email? Here’s the sign-up.) Good evening. Here’s the latest. 1. President Donald Trump got into Twitter spats with the Iranian government, the University of California, Berkeley and Arnold Schwarzenegger. The issues ranged from missile tests to free speech to TV ratings. Speaking to a gathering of religious leaders in Washington, Mr. Trump brushed aside criticism and pledged to “destroy” a law restricting political speech by tax-exempt churches, a potentially huge victory for the religious right. Late Thursday, he unexpectedly shifted his stance on Israel, warning Prime Minister Benjamin Netanyahu to hold off on settlement construction. _____ "
191,United States to Australia: Get Lost,https://www.nytimes.com/2017/02/02/opinion/united-states-to-australia-get-lost.html?searchResultPosition=18,2017/02/02,OPINION,"Let’s imagine for a moment Rex Tillerson, the newly installed secretary of state, awakening to this tweet from President Trump about an important American ally: “Do you believe it? The Obama administration agreed to take thousands of illegal immigrants from Australia. Why? I will study this dumb deal!” First, the “illegal immigrants” are in fact desperate people fleeing conflict whose status as refugees has in most cases been officially recognized. Second, as refugees, they have the right, under the Geneva Conventions, of which the United States is a signatory, to be treated “without discrimination as to race, religion or country of origin.” Third, the “thousands” are in fact about 1,250 of the 2,500 men, women and children who, for more than three years now, have been marooned on two remote South Pacific islands, Manus and Nauru, in appalling conditions that have seen suicide, deaths through negligence, a killing, and relentless mental abuse. Fourth, this “dumb deal” reflects the pressing Australian interest in finding a way out of its predicament with the refugees and the American interest in strengthening its Australian alliance at a time when United States Marines are rotating through Darwin and China is flexing its muscles in the South China Sea. Fifth, diplomacy is about identifying shared interests; it stands no chance when the tweeted tantrums of a tempestuous president constitute Washington’s highest-level communications with a world held in America-first contempt. The notion must cross Tillerson’s mind that Trump’s inaccurate tweet is needless provocation of a friend; that simultaneously infuriating Asian and European allies may not be smart; and that his task will be a thankless one as Trump’s White House coterie hatches seat-of-the-pants policy and leaves his already restive State Department to deal with weighty issues in Luxembourg and the Solomon Islands. Let’s further imagine that all this passes through Tillerson’s head before he grabs the Washington Post and discovers that Trump has taken his Australia bashing further. He has hung up on Australian Prime Minister Malcolm Turnbull after telling him it’s his “worst call by far” with world leaders (behind Vladimir Putin, of course), and accused Turnbull of preparing to send the next “Boston bombers” America’s way. At which point Tillerson must really be wondering — as is the rest of the world after two weeks of fast-tracked chaos from Trump. The president wants to run the United States like his business, with scant accountability and contempt for rules. Fine, except that bankruptcy is the worst conceivable outcome for a business whereas nuclear war is the worst conceivable outcome for America and all of humanity. Trump is in way over his skis. From the pointless, counterproductive, prejudice-reeking temporary ban on immigration from seven mainly Muslim countries to a botched Navy SEAL raid on Al Qaeda in Yemen, the same traits of haste and imprudence have been apparent. Trump is a propagator of mayhem at the head of a TV- and Twitter-driven movement whose goal is to circumvent democratic institutions through the exercise of hypnotic and disorienting power. He is only incidentally the president. "
192,The Parachute Generation,https://www.nytimes.com/2017/02/02/magazine/the-parachute-generation.html?searchResultPosition=76,2017/02/02,MAGAZINE,"W
hen I first met Yang Jinkai, two days before he boarded a plane for America, the smog hanging over his industrial home city, Shenyang, had turned the sun into a ghostly orb. The 16-year-old paced around the family apartment as his mother labeled his suitcases and packed them with the comforts of home: quilted pajamas, chopsticks, instant noodles. She gestured toward a lone memento that would remain in his bedroom, a life-size needlepoint portrait of her only child, woven in shimmering gold thread. “I worked on that all year,” she said. “I knew this moment would come.” Yang had never traveled outside China. But he had already chosen a new first name for his life in America, Korbin (“That sounds American, right?”), and was daydreaming about the adventure ahead. “It will be magical,” he said. “I’ll make lots of American friends. I’d like to have an American girlfriend. Maybe” — he shot a glance at his father — “I’ll even get a gun.” Over the summer, Korbin had been working on his English by watching, perhaps too zealously, the American television series “Criminal Minds.” To help Korbin escape the competitive straitjacket of the Chinese education system, his father had paid nearly $40,000 to an education consultancy to get him enrolled in a public high school in Michigan. The Yang family’s ultimate goal was for Korbin to attend a top American university, and the name of his new high school, Oxford, only added to the allure. It didn’t matter that the place had no connection to the British university or that this Oxford was a small town north of Detroit. “My father,” Korbin said, “really likes the idea of an Oxford diploma.” Even as U.S.-China relations have slipped toward mutual antagonism, the flood of Chinese students coming to the United States has continued to rise. Roughly 370,000 students from the mainland are enrolled in American high schools and universities, six times more than a decade ago. Their financial impact — $11.4 billion was contributed to the American economy in 2015, according to the Department of Commerce — has turned education into one of America’s top “exports” to China. It is a strange historical moment when the elites of a rising power send their only sons and daughters, products of China’s former one-child policy, to the schools of a geopolitical rival. Yet the idea of a liberal Western education exerts an almost talismanic hold over China’s ruling classes. While the country’s educational emphasis on rote memorization churns out some of the world’s best test-takers, many Chinese families harbor worries that diverge sharply from those of the tiger parents of popular conception. They fret about the toll competition exacts from their coddled offspring; they wonder if their child’s creativity is being stifled. Even President Xi Jinping, who is presiding over a crackdown on Western influences in China’s schools, allowed his daughter to attend Harvard. According to a 2016 survey conducted by a Shanghai-based research firm, 83 percent of China’s millionaires are planning to send their children to school abroad. The average age, according to the poll, has dropped to 16 today from 18 in 2014 — the first time it has reached the high-school level. "
193,Fighting Racial Bias on Campus,https://www.nytimes.com/2017/02/02/education/edlife/fighting-racial-bias-on-campus.html?searchResultPosition=75,2017/02/02,EDUCATION LIFE,"Shaun R. Harper has been at the center of the racial debate of the past year — first, as protests illuminated the concerns of students of color, then as the Trump triumph emboldened some to commit overt acts of bias, particularly against Latino and Muslim students. In his new book, “Race Matters in College,” due out in June from Johns Hopkins University Press, he provides a pathway for campuses struggling with these very issues. A leading scholar on racial equity in higher education, Dr. Harper will in July be leaving the University of Pennsylvania, where he founded and directed the Center for the Study of Race and Equity in Education, and joining the University of Southern California, where he will teach and start up a similar center with big ambitions. One priority is a survey to assess the racial climate on the nation’s campuses. What is your reaction to the environment on campus following the Trump election and inauguration? The uptick in reports of racial bias reinforces my argument as to why it’s so important that colleges and universities be responsible for white students having access to a proper course of study in race. I was also struck by how many white people on college campuses were shocked to learn that there was so much racism in America. In fact, I use the election to address in my book why even the most educated white people were so naïve and blind to the realities of race. What prompted you to write your book? I saw this as an opportunity to help people understand that universities didn’t just all of a sudden become racist. They’ve been racist and exclusive from the start. I wanted to call attention to both the problems and the opportunities. When I say the opportunities, I mean the opportunity to actually force higher education institutions to follow through on their commitment to diversity. What makes you think universities breed racism? On most predominantly white campuses, people of color are overwhelmingly represented in food service, grounds keeping, custodial roles and fairly low-paid secretarial roles; and they are tragically underrepresented among tenured faculty members, deans, provosts and presidents, people who are in power. This sends a message to black and Latino students that they aren’t really valued. To their white counterparts, their expectation is that people of color work at the lowest levels of the organizations they lead. For example, the guys on the field are black men, but the coaches, commissioners and top executives at the N.C.A.A. are overwhelmingly white men. There is some real asymmetry there. If universities fail to address these issues in a meaningful way, what are the long-term effects? White people never thought before about their own underpreparation to even think about race, talk about race, and achieve racial equity. Companies and newsrooms say they want to achieve racial diversity but don’t know how. This is extremely consequential for our democracy. Our conversation about race in higher education has to start to include white people and pay some attention to their preparation, because otherwise, we’re going to continue to see an oversupply of white people in leadership positions in all sectors of our society and our economy. These are the people who will eventually shape public policies and teach future generations. "
194,Fashion’s Latest Obsession: Chips Off the Celebrity Block,https://www.nytimes.com/2017/02/02/fashion/iris-law-evan-ross-celebrity-children-fashion.html?searchResultPosition=74,2017/02/02,FASHION,"In Paris last week, the honor of the final exit at the Chanel couture show — the one every model wants to walk — was bestowed on a fresh-faced young women, strolling down the circular runway in a long pink dress. A coronation of sorts, it marked her as a new face of the brand, and favorite of the designer Karl Lagerfeld. “Her” being Lily-Rose Depp, the daughter of the actress-singer Vanessa Paradis, a former face of the brand, and Johnny Depp. As it happens, Ms. Depp’s appearance at Chanel followed fast on the heels of Burberry’s announcement that it had chosen Iris Law, the daughter of Jude Law and Sadie Frost, as the new face of its makeup line Liquid Lip Velvet, as well as the appearance of Lennon Gallagher, the son of Liam Gallagher, the Oasis frontman, and Patsy Kensit, on the Topman runway during London Fashion Week Mens. Not to mention the announcement that Frances Bean Cobain, the daughter of Kurt Cobain and Courtney Love, was the star of the new Marc Jacobs ads. Plus that Jimmy Freud, the son of Bella Freud, was featured in the new issue of Love magazine. And it presaged the release this week of a new Gap video campaign featuring Rumer Willis (daughter of Demi Moore), T J Mizell (son of Jam Master Jay), Coco Gordon (daughter of Kim Gordon), Lizzy Jagger (daughter of Mick Jagger), Chelsea Tyler (daughter of Steven Tyler) and Evan Ross (son of Diana Ross) — all of whose famous forebears once upon a time also made their own Gap ads. Given that the title is “Generation Gap,” and the clothes being worn are all reissued updated versions of 15 staple Gap pieces of the ’90s that their respective parents wore — the black bodysuit, the sleeveless tee, the logo sweatshirt — the connection makes a certain amount of sense. But it also may signal the second, institutionalized phase of what has become a bona fide cross-border fashion phenomenon. “We call it the ‘children of,’” said Stefano Tonchi, the editor of W, who happened to have just shot Brandon Thomas Lee (son of Tommy Lee and Pamela Anderson) and Nyima Ward (the model Trish Goff’s son) among others for the April issue. "
195,Where Should the President Dine in Washington? Restaurateurs Offer Tips,https://www.nytimes.com/2017/02/02/us/politics/where-should-the-president-dine-in-washington-restaurateurs-offer-tips.html?searchResultPosition=73,2017/02/02,POLITICS,"President Trump is settling into life at the White House, which is well-stocked with his favorite foods. The city’s restaurateurs are curious to see if the president, who is a homebody compared with his restaurant-hopping predecessor, will show any desire to engage with a culinary scene that became vibrant during the Obama administration. We asked a group of chefs, general managers and restaurateurs to give their recommendations for the commander in chief. _____ _____ _____ "
196,"For Stranded Somali Refugees, ‘Friend of America’ Is a Deadly Label",https://www.nytimes.com/2017/02/02/world/africa/trump-refugee-ban-somalia.html?searchResultPosition=72,2017/02/02,AFRICA,"NAIROBI, Kenya — Ismail Ali Ibrahim gave away everything he owned: his bed, his sheets, his shirts, his pots, his pans, his plates, even his house. He didn’t care. He was going to America. But this week, he remained 7,000 miles away, marooned with more than 100 other Somali refugees in a spartan transit center in central Nairobi that smelled of nervous sweat. Mr. Ibrahim and many of his displaced comrades had been waiting more than two decades to be resettled in the United States and were supposed to fly to America this week. But their hopes were crushed by President Trump’s executive order to freeze the refugee flow into the United States for at least four months. More than 25,000 refugees from Somalia, one of the poorest, hungriest, war-torn countries on earth, were in the pipeline to be resettled in the United States. Mr. Ibrahim was much closer than most — so close that, with his ticket, paperwork and bag all zipped up, the thought of it made his voice quiver. He had waited 26 long years for this, living in a sweltering, crowded, disease-ridden refugee camp along the Kenya-Somalia border that is the opposite of hope. Now his worst fears are shaping up. The Somali refugees who had already been extensively vetted and approved by several American government agencies will most likely be bused back to the camps. Many said that they feared for their lives and that their situation was actually worse than it had been before they came so close to leaving. "
