,text
69,"WASHINGTON — President Trump often talks about “clean coal” in his speeches, but it is not always clear what he means by the term. Consider his comments at a rally in Phoenix on Tuesday night. “We’ve ended the war on beautiful, clean coal,” Mr. Trump said. “And it’s just been announced that a second brand-new coal mine where they’re going to take out clean coal — meaning they’re taking out coal, they’re going to clean it — is opening in the state of Pennsylvania.” That’s a little confusing, to say the least. The term “clean coal” was popularized in 2008 by coal industry groups, at a time when Congress was contemplating climate change legislation. While the term is deliberately vague, it is often understood to mean coal plants that capture the carbon dioxide emitted from smokestacks and bury it underground as a way of limiting global warming. This technology, known as carbon capture and storage, is still in its infancy. Only one coal plant in the United States, the Petra Nova project in Texas, actually captures CO2 in this fashion, having come online in January with the help of $190 million from the Obama administration. The carbon dioxide is pumped underground into nearby oil fields to help extract hard-to-reach crude. "
70,"The emergence of Great Wall Motors as a potential partner for Jeep highlights just how much Fiat Chrysler, Jeep’s owner, has looked to China to help bolster its fortunes. The New York Times notes that Fiat Chrysler has openly sought investors for two years and, as early as last year, the carmaker sent a team specializing in mergers and acquisitions to China. The Italian-controlled automaker had been in discussions with Chinese companies about potential equity investments or deals involving its Ram pickup division and the Jeep brand. Then Great Wall, a big maker of sport utility vehicles, made public its interest in Jeep. Great Wall was not one of the companies with which Fiat Chrysler had been talking — but that doesn’t mean Fiat Chrysler wasn’t interested. Investors reacted by sending Fiat Chrysler shares trading in New York to their highest point in more than two years. But a sale to a Chinese buyer could be problematic. It might be subject to government reviews. Great Wall — which acknowledged that it hadn’t actually contacted Fiat Chrysler because of “big uncertainties” about how to proceed — may struggle to secure financing or approval for the deal. "
71,"Good morning. (Want to get California Today by email? Here’s the sign-up.) The path to the governorship of California winds through the Central Valley. That, at least, is the idea animating the candidacy of Antonio R. Villaraigosa, a former two-term mayor of Los Angeles and speaker of the State Assembly. While California is a blue state, candidates in the 2018 governor’s race won’t be able to rely on Democratic votes alone. Among registered voters, roughly 45 percent are Democrats, and 26 percent Republican. Mr. Villaraigosa, 64, was raised by a single mother in a poor neighborhood on Los Angeles’s Eastside. In speeches and interviews, he has portrayed himself as a potential champion of California’s interior, where he spent time during an extended “listening tour” that began in 2015. Along the way, he’s taken shots at his better-funded rival, Gavin Newsom, the lieutenant governor and former San Francisco mayor, whose candidacy has been a favorite of voters in the Bay Area. "
72,"When President Trump sought solace from arguably the most disastrous week of his presidency, he headed toward Arizona — and seemed to have a grand old time. His speech Tuesday in Phoenix was classic Trump: He lambasted the “very dishonest media,” for almost a half hour; he relitigated his Charlottesville responses in petulant detail; he defended Confederate statues as “our history and our heritage.” And, just for fun, he dangled a possible pardon for Joe Arpaio, the hometown authoritarian former sheriff who was convicted of criminal contempt in July. What better venue for Mr. Trump, praised just the night before as presidential during his Afghanistan speech, to revert to his natural form? Arizona, after all, is the state that effectively made him president, and not merely for the 11 electoral votes it awarded him last November. The 45th president’s journey from a stunt candidate to a serious force began in Phoenix, on July 11, 2015, less than a month after his escalator-ride announcement in which he spontaneously excoriated Mexican immigrants as “rapists.” His tiny staff found themselves overwhelmed with ticket requests for a rally at a Phoenix hotel and had to book the Phoenix Convention Center on short notice. Something was about to burst forth that nobody full understood at the time — perhaps not even Mr. Trump himself. A few immigration activists showed up with banners, and were immediately set upon by an angry crowd of rally attendees who had just discovered that a loudmouth with a Queens accent was just the right person to shout their frustrations by proxy. Perhaps not coincidentally, this was one of the first rallies of his campaign to be broadcast live on cable. The rowdiness and near-gladiatorial atmosphere — along with the symbiotic and contradictory dynamic of media-bashing and media glare — made for ratings gold and would persist at Trump rallies through the campaign. But this strange recipe got its first taste-test in Phoenix. He started his campaign polling in seventh place; after that 2015 appearance in Phoenix, he was in the lead. And the crowds were genuinely impressive: The convention center was packed to its capacity of 4,200, though Mr. Trump later exaggerated the number by a factor of three. He made reference to its size again on Tuesday night. “The crowds were so big, almost as big as tonight,” he marveled. “Believe me Arizona, I will never forget.” "
73,"(Want to get this briefing by email? Here’s the sign-up.) Good morning. Here’s what you need to know: • Trump blames media for divisions. After a statesmanlike address on Monday about national unity, President Trump preached division at a raucous rally Tuesday night in Phoenix. (Watch video excerpts here.) The president accused the news media of misrepresenting his condemnation of bigotry after the deadly clashes in Charlottesville, Va., and suggested that journalists were responsible for deepening divisions in the country. Outside, the police used tear gas to disperse thousands. Mr. Trump also implied that he planned to pardon Joe Arpaio, a former sheriff in Arizona convicted over his roundups of undocumented immigrants. “I won’t do it tonight because I don’t want to cause any controversy,” the president said. “I’ll make a prediction: I think he’s going to be just fine.” "
74,"Listen and subscribe to our podcast from your mobile device: On iPhone or iPad | On Android via RadioPublic | Via Stitcher The president says “things are going to be different” in Afghanistan: no more “nation-building,” just killing terrorists. But a closer examination suggests this new strategy looks a lot like the strategy of the last 16 years. On today’s episode: Matt Rosenberg, who covered Afghanistan from 2008 to 2014, explains the theory and history of nation-building in Afghanistan. Background reading: • What victory in Afghanistan would look like under the Trump plan. • 16 years of war in Afghanistan, in pictures. Tune in, and tell us what you think. Email us at thedaily@nytimes.com. Tweet me at @mikiebarb. And if you’re interested in advertising with “The Daily,” write to us at thedaily-ads@nytimes.com. If you don’t see an audio player on this page or to subscribe to The Daily for free, follow the instructions below. On your iPhone or iPad: Open the preloaded app called Podcasts; it has a purple icon. If you’re reading this from your phone, tap this link, which will take you straight there. (You can also use the magnifying glass icon to search; type “The Daily.”) Once you’re on the series page, you can tap on the episode title to play it, and tap on the “subscribe” button to have new episodes sent to your phone free. Or if you prefer another podcast player, you can find “The Daily” there. (Here’s the RSS feed.) On your Android phone or tablet: You can listen and subscribe using the free app RadioPublic, which is available worldwide. If you’re reading this from your phone, tap this link to play the latest episode and learn more about the app. Or if you prefer another podcast player, you can find “The Daily” there. (Here’s the RSS feed.) From a desktop or laptop: Click the “play” button above to start the show. Make sure to keep that window open on your browser if you’re doing other things, or else the audio will stop. You can always find the latest episode at nytimes.com/thedaily. On Amazon Echo, Echo Dot or Tap: Open the Alexa app. From the navigation panel on the left, select “settings,” then “flash briefing,” then “get more flash briefing content.” Look for “The New York Times” and select “enable skill.” Now you can say, “Alexa, what’s my flash briefing?” and you will hear that day’s episode of “The Daily.” On Google Home: You can say, “O.K., Google, play New York Times news” to listen to that day’s episode of “The Daily.” "
75,"President Trump deserves high marks for his new Afghanistan strategy. It is bold, reasoned and offers the prospect of success against the violent Islamist groups of the region. But it will also face opposition in the region. The president will have to show an unflagging commitment to the cause and be prepared to respond to moves by adversaries to disrupt his plan. The deliberative process worked well to arrive at this strategy. The administration reviewed American interests and objectives broadly, and all the key agencies participated effectively. The president’s admission that he changed his mind and shifted away from a rapid withdrawal is a sign of his seriousness of purpose and thoroughness of the review. Mr. Trump is now the third successive president to acknowledge America’s important national security interests in Afghanistan and the region, which include the threat of Islamist extremism and terrorism, even the potential for nuclear terrorism. He recognizes that abandoning Afghanistan would allow safe havens for international terrorist organizations to emerge once more. The new strategy is not only comprehensive but also a major evolution in American policy. Though he did not specify numbers, the president indicated that he will deploy a surge of United States forces, without any timeline for their withdrawal — the error of the Obama administration. Another major change from the Obama era is Mr. Trump’s decision to give American commanders in the field the flexibility they’ve long sought in assisting the Afghan forces fighting the Taliban and other insurgents. The president also adopted a realistic position regarding peace talks, moving away from President Barack Obama’s pursuit of reconciliation regardless of the deteriorating military situation. A key element of the new strategy is the recognition that America needs a new approach toward Pakistan. Unlike his two predecessors in the Oval Office, Mr. Trump has chosen to address the fact that Pakistan has been playing a double game. He unequivocally called out Pakistan for pretending to be a partner and receiving large-scale American assistance while providing sanctuary and support for the Taliban and the Haqqani terrorist network, which have been killing Americans and Afghans. "
76,"Only three blocks long, Central Park South is lined on one side with busy buildings, where people live in apartments that are mostly pricey and often glamorous. Squirrels and statues reside on the other side, among the trees of Central Park. Patients who visit Dr. Daniel Kaplan, a periodontist and implant specialist who works in one building facing the park and lives in another a block away, often tell him that the view from his chair is “very calming,” he said. “It’s a soothing view. With each changing season, the park has a different coat.” Dr. Kaplan, 61, said he enjoyed the view so much that after opening his office at 200 Central Park South, in a mostly residential condominium, in 1989, he began looking for an apartment nearby. In 1994, he bought a two-bedroom, two-bath condo at 100 Central Park South, also known as Trump Parc East, with a panorama that extends to the park’s northern edge 51 blocks away. “You’ll laugh,” he said when asked the price: “I paid $750,000.” (At the moment, apartments in the building are listed for $2 million to $7 million, according to StreetEasy.) At first, he used the apartment on workdays, while his wife, Tova, and their three children, still in school, stayed in the leafy Bronx neighborhood of Riverdale. But these days, he and Tova spend most of their time there. “Riverdale is now the country house,” he said. “This street used to be hotel row,” he added. “Now, it’s more residential.” Most of the hotels have been completely or partially converted to condos or co-ops. Central Park, Dr. Kaplan said, “is our gym.” He jogs, walks and ice skates there. “We’re not planning to sell the apartment, ever.” This short stretch along the park has become a “micro-neighborhood,” said Lawrence Lee, an associate broker at Triplemint real estate. “An identity has formed: It’s fun and exciting, with people on the street speaking every language imaginable,” he said. "
77,"We’re supposed to be fixated, at the moment, on the shock of a president capable of finding “fine people” among hordes of white supremacists. More than a week ago, Donald Trump spent a lot of a news conference asserting such a thing was possible. According to him, there isn’t much difference between the supremacists who were protesting the removal of a statue memorializing the Confederate general Robert E. Lee in a park in Charlottesville, Va., and the appalled folks responding with a protest of their own. And that’s despite the murder of one and the injury of dozens of others after a 20-year-old nationalist plowed his car into a crowd. But to watch the movies or TV — or even to catch the hype for a certain boxing match — is to know that normalized white supremacy has been here all summer. It’s to know that the people who manufacture all sorts of popular culture have also, intentionally or not, tossed some racism onto the assembly line. It’s to know that whatever occurred in Charlottesville and then at that news conference didn’t happen in a vacuum. They were just the gnarliest flare-ups in a season of provocations that seem so business-as-usual that they scarcely feel provoked. How else could anyone explain Lee? Not the aforementioned hero of the Confederacy but the dunce from ABC’s “The Bachelorette.” Normally, “The Bachelor” and “The Bachelorette” feature a gentleman or a lady who leaps into a heterosexual pool of suitors and climbs out with a potential spouse. That was more or less true this season, too. Only, for the first time ever, a black woman took the plunge. And the show, which concluded earlier this month, seemed to be of two minds: It didn’t want to make a big deal about it but understood what a big deal it was. So it played games. Before its official kickoff, in a sort of televised tailgate party, the bachelorette, Rachel, met a few of her suitors. One was a sweetie named Dean, who told her that he was “ready to go black,” as if he were preparing to head deep into outer space. But at least he seemed to understand the journey. Lee, a white musician from Florida, was stuck on dreary old Earth. His interest in Rachel went only as far as robbing other contestants of time with her. His primary targets were the other black men on the show, namely Kenny, a charming pro wrestler, whom Lee characterized to Rachel as “aggressive” and about whom he fabricated an altercation that culminated in Kenny’s heaving Lee from a van. "
78,"Growing up, I was aware of the kids-don’t-like-vegetables trope, but it didn’t make much sense to me. I never had any choice; all the traditional Iranian dishes my mom cooked teemed with herbs and vegetables. There was no eating around the fava beans, celery and eggplant that made up the fragrant rice and stew ­dishes she served each night, though my younger brothers certainly tried. I ate the food but didn’t think much of the vegetables one way or the other. Then I moved to Berkeley for college, and for the first time, I understood how someone could hate her vegetables: The pallid, overcooked steam-table brussels sprouts and zucchini served in the dining hall were depressing at best. So when I started busing tables at Chez Panisse a couple of years later, I wasn’t prepared for the daily sight of grown men and women cooing over fruits and vegetables. Soon after, I began working in the kitchen and quickly learned why each produce delivery was met with such excitement: flawless, just-picked vegetables are sweeter and more flavorful than anything you can get at the store. I learned to cook vegetables with the aim of preserving that perfection. That usually meant doing as little to them as possible. Much of the time, we’d simply boil the haricots verts, marble-size turnips or thick spears of asparagus in ample, salted water until they were barely cooked through, then pull them out and let them cool on a baking sheet in the fridge. We’d later quickly reheat them in boiling water or a sauté pan, then drizzle them with immoderate amounts of fruity olive oil before serving. No matter the vegetable, the only rule in the kitchen was ‘‘do not overcook.’’ The memory of that dining-hall mush was enough to scare me straight; my green beans were always perfectly crisp. Then I went to Italy. I apprenticed myself to Benedetta Vitali, a Florentine chef who ran a tiny trattoria on the outskirts of town. Eager to please my new boss, I tried to work ahead on the prep list one morning while she was upstairs in the office. I found the filet beans among the vegetable delivery, set a huge pot of water on the stove and trimmed away the stems while the water came to a boil. I cooked them just as I’d learned to in California, careful not to let all of the crunch boil away. I pulled them, vibrant and sweet, from the water and let them cool. Benedetta came downstairs. She cocked her head and picked up a green bean. ‘‘Who cooked these beans raw?’’ she asked, her voice incredulous, while the inch-long ash from her dangling cigarette threatened to fall onto the tray. Mortified, I took responsibility. She chuckled and poked fun at my American way with vegetables. ‘‘The only thing that should be cooked al dente here,’’ she said, ‘‘is pasta.’’ Then she heated a big, shallow pot, added a generous splash of olive oil and garlic, tossed in the green beans and lightly browned them. She turned down the heat, handed me the wooden spoon and told me to keep an eye on the pot for two hours. I was simultaneously horrified about how overcooked they’d be in that time and deeply ashamed about how far off I’d been. "
79,"Welcome to Best of Late Night, a rundown that lets you sleep — and lets us get paid to watch comedy. What do you think of it? What else are you interested in? Let us know: thearts@nytimes.com. President Trump called himself a “problem solver” on Monday during his address on the war in Afghanistan. On “The Daily Show” the next night, Trevor Noah offered a second opinion. He said Mr. Trump’s speech hadn’t offered much in the way of specifics. Conan O’Brien wasn’t sure how responsible Mr. Trump was for preparing his prepared remarks. The “Daily Show” correspondent Desi Lydic donned a general’s uniform to get Mr. Trump’s attention, then offered a radical suggestion on handling the situation in Afghanistan. "
80,"Here was Donald Trump tethered by his generals. The new-old Afghan war strategy set out by the president Monday night contained a Trump line or two — terrorists as “losers,” the nixing of “nation-building” — but was the work of the adults in the room. They forced the commander-in-chief to curtail his wilder instincts. Defense Secretary Jim Mattis and Lt. Gen. H.R. McMaster, the national security adviser, both have bitter experience of Afghanistan. John Kelly, the chief of staff, lost his 29-year-old son, First Lt. Robert Kelly, there. They were not about to let Trump declare Afghanistan “a complete waste,” as he did in 2012, and walk away. In a sense this is reassuring. Trump is not home alone. He fires off, gets a lesson on the real world, bridles again, and is momentarily muted. Qatar, North Korea, Iran and Charlottesville: the pattern repeats itself. It’s ominous but it has not sent the world over a cliff, yet. And now we have Afghanistan, the nearly 16-year-old war that just became Trump’s war, against the wishes of Steve Bannon, his ousted chief strategist. The decision not to leave was the right decision; and Trump was also right to note that telegraphing future pullout dates for American troops, as President Obama did, is military folly. Ashraf Ghani, the embattled Afghan president, needs United States help in holding the line against an invigorated Taliban. But what Trump announced did not amount to a strategy, let alone a new one. It amounted rather, in the tweeted words of Barnett Rubin, an Afghanistan expert at New York University, to “a set of incoherent slogans.” Trump talked plenty about “victory” but did not even attempt to define what would constitute it. That’s because there can be no military victory in Afghanistan. The best that can be hoped for is keeping the Taliban from power, and bolstering government forces to the point the Taliban can be persuaded to sue for peace. In other words, the end game can only be diplomatic. "
81,
82,"Berlin — To many Germans, the violence in Charlottesville, Va., this month and the American president’s reaction to it came as a shock. Even those who have come to expect little of Donald Trump — he’s a uniquely unpopular figure among Germans — were aghast. “It’s racist, far-right violence, and that requires determined and forceful resistance no matter where in the world it appears,” Chancellor Angela Merkel said. What a strange moment, when the German chancellor lectures the American president on how to deal with neo-Nazis. But it’s also an instructive one, in that it highlights how the two countries deal with extremism. In Germany, the very presence of neo-Nazis openly marching through a city bearing swastika-emblazoned flags, as in Charlottesville, is unthinkable. Unlike the United States, Germany places strict limits on speech and expression when it comes to right-wing extremism. It is illegal to produce, distribute or display symbols of the Nazi era — swastikas, the Hitler salute, along with many symbols that neo-Nazis have developed as proxies to get around the initial law. Holocaust denial is also illegal. The law goes further. There is the legal concept of “Volksverhetzung,” the incitement to hatred: Anybody who denigrates an individual or a group based on their ethnicity or religion, or anybody who tries to rouse hatred or promotes violence against such a group or an individual, could face a sentence of up to five years in prison. These laws apply to individuals, but they and others are also defenses against extremist political parties. The Constitutional Court, Germany’s highest court, can ban parties it deems intent on impairing or destroying the political order. This year the court came close to banning the extremist right-wing National Democratic Party but determined the organization was too weak to outlaw. This legal regime is backed by a political culture that effectively bans expression that might pass legal muster but still flirts with racist ideologies. The German right-wing-populist Alternative for Germany is a good example. Though its program and members do not openly embrace or reference Nazism, the party’s program dabbles in ideas that might be construed as racist, and as a result the party is considered untouchable by mainstream voters and politicians. "
83,"It should be no surprise that The Village Voice has ended its print edition in favor of an online, digital-only presence. The alternative newspaper, whose weekly edition once helped set New York’s political and cultural agenda, is merely going the same route as a slew of other newspapers and magazines before it. It’s a path likely to be well-trod by others in the near future. At least the publication will continue, which is more than The Boston Phoenix or The San Francisco Bay Guardian or a host of other late-lamented alt-weeklies can say. “Welcome to the 21st Century,” was one nostalgia-spiking tweet that popped up within minutes of The Voice’s press release. And yet, the announcement by The Voice’s current owner that he is cutting his losses by giving up ink, paper, delivery trucks and the red plastic bins on the street corners that made you fear for your health each time you reached inside had the unmistakable feel of one more piece of Old New York slipping away. It’s a loss that hardly ranks with the deaths earlier this year of two of The Voice’s great stalwarts — Nat Hentoff, whose columns on civil liberties and other issues were a weekly feature for 50 years, and Wayne Barrett, the old-school muckraker who was the first to report on a craftily ambitious young developer named Trump. The paper laid off both men in recent years in response to earlier economic concerns. Yet both would doubtlessly cheer for the paper to soldier on, even if no one will ever again spread a copy over a bar or across a table in a Greenwich Village coffee house. Hentoff and Barrett were just among the longest serving of a list of writers far too long to assemble who made The Voice, over several generations since its 1955 founding, a touchstone for against-the-grain journalism. "
84,"The Trump administration has no grounds for blocking the “fiduciary rule,” an Obama-era regulation that requires financial advisers to put their clients’ interests first when giving advice or selling investments for retirement accounts. But blocking the rule remains an administration priority, no matter how arbitrary, capricious and harmful that would be. In one of his first acts in office, President Trump effectively delayed the rule’s implementation date, April 10, by issuing a memorandum that called for its review and possible rollback. The Labor Department, which has jurisdiction over the issue, could find no legal way to alter or rescind the rule, so it took effect on June 9, with one catch: The department said it would not enforce the rule until Jan. 1, 2018, ostensibly to give financial firms time to adapt. Then this month, the department  requested a further enforcement delay, to July 1, 2019. The request will be considered by none other than the White House Office of Management and Budget, which vets regulation. This is obstruction, pure and simple. The fiduciary rule was debated and drafted over many years, before being completed in 2016. Since then, it has survived several legal challenges in federal court brought by the financial industry. In one of the cases, decided in February, the judge described the industry’s arguments as “without merit,” “unpersuasive” and “at odds with market realities.” Those judgments, as well as copious research that preceded the rule-making, attest to its importance: The fiduciary rule, properly enforced, would prevent banks, brokerage firms and insurance companies from steering customers into overly expensive products and strategies when comparable lower-cost option are available; such steering annually drains tens of billions of dollars in excessive fees from Americans’ retirement savings. Still the Trump administration persists in its efforts to derail the fiduciary rule. Why? Several financial firms that have already made strides in adapting to the rules may pine for a return to the old days, but that can’t be the whole story. Another plausible explanation is fear on Wall Street that consumers and regulators might someday demand similar, customer-first standards for all financial advisers, not just those handling retirement accounts. "
85," This is an illustration that went with a recent Opinion piece in The New York Times. What do you think this image is saying? How does it relate to recent news events? What do you think the Op-Ed essay was about, since this image was used to illustrate it? Tell us in the comments, then read the related article to see if you were right. In what ways does your opinion match — or differ from — the Times Editorial Board’s?   Find many more ways to use our Picture Prompt feature in this lesson plan. "
86,"FRONT PAGE An article on Monday about a Russian immigrant who met last summer with senior Trump campaign officials referred incorrectly to the location of Kazan, Russia. It is 500 miles east of Moscow, not west. INTERNATIONAL An article on Saturday about the shooting death in Tanzania of a wildlife conservationist referred incorrectly to Dar es Salaam, where the conservationist, Wayne Lotter, was killed. While Dar es Salaam is the largest city in the East African nation, it is not the capital. (That is Dodoma.) OBITUARIES An obituary on Tuesday about the rockabilly singer Sonny Burgess misspelled the given name of a musician with whom he recorded. He is Garry Tallent, not Gary. • Because of an editing error, an obituary on Aug. 3 about the former Notre Dame football coach Ara Parseghian misstated a reason that he initially hesitated to take the Notre Dame job. It was because his father had formed a dislike of Catholics, not Christians. FOOD A review on Aug. 9 about Nur, a Middle Eastern restaurant in the Flatiron district, misstated the relationship of Gadi Peleg, a partner in the restaurant, with Breads Bakery. He is an owner, not the sole owner. • An article last Wednesday about tomato jam referred incorrectly to the process for canning tomatoes. It requires the addition of an acid, like lemon juice, lime juice or vinegar. It is not the case that no acid is needed in canning the tomatoes. The error was repeated in an accompanying recipe. A tablespoon of either white distilled or red wine vinegar should be added at the beginning of cooking. To contact the newsroom regarding correction requests, complaints or other comments about our coverage, please email nytnews@nytimes.com or call 1-844-NYT-NEWS (1-844-698-6397). Comments on editorials may be e-mailed to letters@nytimes.com or faxed to (212) 556-3622. For newspaper delivery questions: 1-800-NYTIMES (1-800-698-4637) or e-mail customercare@nytimes.com. "
87,"(Want to get this briefing by email? Here’s the sign-up.) Good morning. Here’s what you need to know: • Let’s start with good news: Three young brothers were rescued alive from the rubble of their home on the Italian island of Ischia hours after the island was struck by an earthquake. Two of the brothers had survived by hiding under a bed. Two people were killed as buildings crumbled and roofs collapsed. Some 2,600 residents have been evacuated. Separately, our Rome bureau chief took to the hills of Piedmont, where climate change is wreaking havoc on Italy’s wine production. Output this year is expected to drop up to 15 percent nationwide. _____ • In Spain, a judge charged two of four suspects in last week’s attacks with terrorism offenses after a day of questioning that indicated that the group had initially planned a more ambitious strike. "
88,"SANA, Yemen — At least 30 civilians were killed or wounded on Wednesday, the first day in two months that airstrikes by the Saudi Arabia-led coalition struck targets around the capital of Yemen, a United Nations official said. Estimates of casualties made by the authorities in Sana, dominated by the Houthi rebels who are fighting the Saudis, were even higher, putting the toll at 71 dead or wounded from at least three airstrikes around the capital. For more than two years, the Saudis have been fighting the Houthi rebels, whom they believe are receiving military support from Iran, Saudi Arabia’s regional rival. Saudi officials have insisted their aircraft avoid civilian targets, but hospitals, schools and other civilian facilities have been struck by Saudi warplanes. Last October, the coalition confirmed that one of its jets had accidentally bombed a wedding party in Sana, killing 100 people. Because of the risk of civilian casualties, the Saudis have said they were refraining from airstrikes in and around the capital, but the attacks resumed on Wednesday without explanation. The last airstrikes in Sana were in June. The resumption of airstrikes in the area comes as the Houthi rebels and their allies around former president Ali Abdullah Saleh have been on the verge of turning on one another. The Houthis have accused Mr. Saleh of trying to negotiate separately with the Saudi-led coalition, which supports the ousted government of President Abdu Rabbu Mansour Hadi, now exiled to the southern part of the country. Mr. Saleh has responded by ridiculing the Houthis’ ideology. "
89,"President Trump’s seesawing response to the deadly racial violence in Charlottesville, Va., has been rebuked by countless politicians, business executives, community groups and religious leaders. The leaders of Britain and Germany spoke about the need to condemn such violence. Now the United Nations has weighed in, too. Without mentioning Mr. Trump by name, a body of United Nations experts on Wednesday denounced “the failure at the highest political level of the United States of America to unequivocally reject and condemn” racist violence, saying it was “deeply concerned by the example this failure could set for the rest of the world.” Mr. Trump’s wavering responses to the violence — he has blamed “many sides,” but also singled out the Ku Klux Klan, neo-Nazi groups and white supremacists for condemnation — has roiled his administration, but also unsettled rights advocates around the world. “We were shocked and horrified by what happened,” the committee’s chairwoman, Anastasia Crickley, said in an interview, expressing disgust at the televised images of white supremacists’ torchlit parade through Charlottesville. “I was horrified as well by the way leaders of that movement were able to state afterwards that they felt secure in their support.” In a two-page decision that was dated Aug. 18 but released on Wednesday, a day after Washington was informed, the United Nations Committee on the Elimination of Racial Discrimination invoked “early action and urgent warning procedures” in deploring the violence and urging the United States to investigate. "
90,"The Plaza Hotel, with its marble lobby facing Fifth Avenue, crystal chandeliers, famed Palm Court and $35,000-a-night royal suite, has been a star of stage and screen in Manhattan for many decades. Now it’s at the center of an international battle over who will control one of New York’s enduring icons. Subrata Roy, the embattled chairman of the India-based Sahara Group and the principal owner of the Plaza, who has repeatedly put the hotel up for sale without ever making a deal, is looking for a buyer once again. The Wall Street Journal reported on Tuesday that Mr. Roy had hired the JLL Hotels and Hospitality Group, which has represented him and his company for years, to begin soliciting offers. But Prince al-Waleed bin Talal of Saudi Arabia and Ashkenazy Acquisition Corporation, a New York investment and development company, which together own a 25 percent stake in the hotel, have their own plans for the Plaza. And they don’t include Mr. Roy. The prince, who has been an owner of the hotel since 1995, formed a partnership with Ashkenazy earlier this year to buy out Mr. Roy and restore the Plaza to its five-star grandeur. Under the ownership agreement, the partners have the right to match any offer for the hotel and to take it over, according to real estate executives who have been briefed on the agreement and who spoke anonymously because they were not authorized to disclose the details. “We are not selling our stake and are comfortable with our rights relating to any sale by others,” said Sarmad Zok, chief executive of the prince’s company, Kingdom Hotel Investments. “We are proud to have partnered with Ashkenazy to reinstate the glory of this unique asset.” "
91,"Tucked in the lower lobby of Trump Tower, near the restrooms, is a newsstand that long sold the usual fare of periodicals, lottery tickets, miniature yellow cabs and “I ♥ New York” T-shirts. Then came the election of Donald J. Trump. Now the stand, Roger’s News, has morphed into an outpost for Trump memorabilia, from $1 postcards to $40 bobblehead dolls. “People come to Trump Tower for Trump, and I give them Trump,” said the owner, Roger Sewani, 58, who began stocking Trump memorabilia after the presidential election. He has watched his little shop turn into a gold mine. “I’d say 90 percent of what we sell now is Trump.” Mr. Sewani rang up sale after sale in his cramped shop in the glitzy Fifth Avenue skyscraper that was Mr. Trump’s longtime home before moving to the White House. He said that tourists are eager for Trump items that come from “the source.” “They want to buy a souvenir from where he lived, the most authentic place,” said Mr. Sewani, who still sells Powerball tickets to local New Yorkers and snacks to Secret Service agents posted at the building. Gone from the shelves, however, are magazines and newspapers, to make room for Trump-themed merchandise. Most of the sales now are to tourists who make the shop one of the few places in New York City where one can find almost unanimous devotion to the president. "
92,"Damien Cave, our Australia bureau chief, shares insights on global news, local recommendations and feedback from readers in this weekly newsletter. To receive it in your inbox, sign up here. _____ O
ne of my favorite things about living abroad has always been the way that distance adds a fresh perspective on wherever it is one calls home. In my case, I often feel as though I never see the United States quite so clearly as I do when I’ve just returned after a long time away, which was the case last week. I was home for a wedding, a bit of work and a little vacation, and at every stop, I found myself marveling at the sheer American-ness of conversations and experiences. In my last newsletter, I shared a few of my impressions about Australia. What you’ll find below is its American counterpart — what I noticed in one small corner of the U.S. after months away, and what stood out more clearly in part because of my experience in Australia. Americans Are Exhausted Love him or hate him, Donald Trump seems to be wearing people out. Many of the journalists I talked to seemed spent, tired from covering a country that seems to convulse again and again, with each passing week. And among voters on opposite sides of the Trump divide, I heard a lot of exasperation and not a whole lot of understanding. A few Trump critics I saw at my friend’s wedding chewed over every speech and every new development after the Charlottesville protests; others seemed to have less capacity for continuous outrage, offering little more than an “I know” and a shake of the head, asking how anyone could see any Trump as a positive force. "
93,"RENO, Nev. — President Trump reverted to his script as commander in chief here on Wednesday. The morning after he delivered an aggrieved and impromptu defense of his comments on the violence in Charlottesville, Va., Mr. Trump spoke in a more measured tone to the national convention of the American Legion, telling its members that “we are not defined by the color of our skin,” and that the country will overcome its challenges by reaffirming its common values. “We are here to hold you up as an example of strength, courage and resolve that our country will need to overcome the many challenges that we face,” the president said, speaking slowly and gravely as he read from a teleprompter. “We are here to draw inspiration from you as we seek to renew the bonds of loyalty that bind us together as one people and one nation.” It was a day-and-night contrast to Mr. Trump’s performance Tuesday night in Phoenix, where he lurched from subject to subject and accused the news media of ignoring what he insisted had been his message of unity in the aftermath of Charlottesville. But such contrasts have become a recurring motif of his presidency: Mr. Trump has toggled between Teleprompter Trump and Unplugged Trump every day since the deadly clashes in Virginia, leaving Washington and the rest of the nation with a chronic case of rhetorical whiplash. The split speaking personality is not new. Mr. Trump spent years mocking President Barack Obama for using a teleprompter. But ever since Mr. Trump won his first round of primaries and his path toward the Republican presidential nomination became likelier, his family members and some supporters have urged him — not with a lot of success — to professionalize his performances, and to try to avoid the dangers of the kind of spontaneous remarks he made in Arizona. "
