,text
567,"President Trump’s pick to lead the Internal Revenue Service, Charles Rettig, said on Thursday that he would make it a priority to run the department without bias, an attempt to ease lawmakers’ concerns that the tax collection agency could be weaponized for political purposes. The I.R.S. has been a political punching bag for several years following allegations during the Obama administration that it was unfairly targeting conservative groups seeking nonprofit status. Now, Democrats are fearful that the agency could interpret the new $1.5 billion tax law in ways that disadvantage blue states and that it could be used by Mr. Trump to target companies that act against his wishes. “If I am confirmed, I will be in charge of the Internal Revenue Service and will make sure that the Internal Revenue Service moves forward, follows the law in an impartial, non-biased manner,” Mr. Rettig said. Mr. Rettig, whose confirmation appears likely, faces a huge challenge at the helm of the I.R.S. The department has been starved of funding for years and is struggling with aging technology and a depleted work force. The agency’s online filing system crashed on Tax Day this year, a failure that many said stemmed from budget cuts that have resulted in antiquated technology. He will also be tasked with implementing the tax legislation that Congress passed late last year. The law is the biggest tax overhaul in three decades, and the I.R.S. has been scrambling to issue new guidance and interpretations for businesses and taxpayers who are still coming to grips with the changes. A longtime tax lawyer who has specialized in defending individuals and entities fighting the tax agency in court, Mr. Rettig will also be facing a big management challenge. He said at his confirmation hearing before the Senate Finance Committee that he has never managed a team of more than 35 people. The I.R.S. employs around 70,000. "
568,"WASHINGTON — The State Department warned in a report on Thursday that separating children from their parents can cause lasting psychological damage that leaves them vulnerable to trafficking, a cautionary tale that comes amid an uproar over a Trump administration immigration policy that has temporarily broken up migrant families as they enter the United States. “Children in institutional care, including government-run facilities, can be easy targets for traffickers,” the department’s annual Trafficking in Persons report concluded. It added: “Even at their best, residential institutions are unable to meet a child’s need for emotional support that is typically received from family members or consistent caretakers with whom the child can develop an attachment.” Since May, the Trump administration has separated more than 2,300 migrant children from families crossing the southwestern border. The children are placed in shelters and other temporary housing for up to 20 days while their adult parents or other relatives are held in federal custody during their immigration proceedings. President Trump has demanded that Congress reverse the policy, but did so himself last week with an executive order. He initially defended the shelters for young migrants as a safeguard against what he called a “massive child smuggling trade.” “Can you believe this? In this day and age, we’re talking about child smuggling,” Mr. Trump said last week in a speech to the National Federation of Independent Businesses. “We’re talking about women smuggling in this day and age. The worst it’s been in history because the internet has led to this.” "
569,"On the day that Alexandria Ocasio-Cortez accomplished her remarkable victory in the Democratic primary for New York’s 14th Congressional District seat, beating Joseph Crowley, the longtime incumbent, a new book arrived, as if by cosmic fiat, to help explain the emerging realignments of the political order. “Squeezed: Why Our Families Can’t Afford America” examines the deteriorating fortunes of the middle-class — the teachers who sustain themselves with second jobs as Uber drivers; the young adjunct professors on food stamps; the unemployed 50-year-olds with few prospects; the junior lawyers far from the Wall Street partner track, carrying heavy student debt, whose work is already being automated. In the book, Alissa Quart illustrates how life in a once-secure stratum has come to resemble the endlessly anxious existence of those in the rungs below. Bolstering the argument, as it happens, is new data from the federal Department of Housing and Urban Development, released this week, indicating that in three counties in the San Francisco Bay Area, where housing costs are famously astronomical, families earning $117,000 a year would now qualify as low-income, making them eligible for subsidized housing. If you live in a place where a master’s degree won’t permit you a lifestyle that looks much different from an office clerk’s — if, in fact, it means you moonlight in a cubicle doing something you despise and eating lentils for dinner in the Rubbermaid TakeAlongs you brought from home — it follows that you will be less likely to think of yourself as a member of the privileged elite to which you have been told you belong and more inclined to find affinity with the broadening numbers of the more obviously oppressed, and vote accordingly. This dynamic played a crucial role in three Democratic primaries in and around the city. In the Second Congressional District, which encompasses parts of Long Island’s South Shore, Liuba Grechen Shirley, a young mother and consultant to nonprofit organizations who has never held political office, easily beat DuWayne Gregory, a county legislator who had the backing of Gov. Andrew M. Cuomo’s specious Women’s Equality Party even though DuWayne Gregory is not female, either by birth or choice. The women’s party’s support was even more ludicrous given that Ms. Grechen Shirley, after petitioning the Federal Election Commission, used some of her campaign funds to cover child-care costs incurred during the race, a move that signaled just how intimately she understands the economic stresses of raising children even in what would appear to be comfortable circumstance. "
570,"MENLO PARK, Calif. — Social media companies, stepping up efforts to stop disinformation on their online platforms ahead of this year’s midterm elections, unveiled on Thursday new tools aimed at improving transparency around advertisements. In simultaneous announcements, Facebook and Twitter said they were broadening efforts around public, searchable archives of ads that run on their sites. Twitter, which has begun requiring that anyone running a campaign ad go through a verification process, said Thursday that it was introducing an Ads Transparency Center, which allows the public to view a database of any ad run on the platform. Facebook, which made a database of political ads public last month, announced on Thursday that it intended to make it easier to see background details — such as the buyer — of all ads running across Facebook and its various platforms, including Instagram and Messenger. Each Facebook page will now have a tab called “Info and Ads.” Clicking on that tab will reveal every ad a page runs, as well as details about the page itself, including when it was founded and any name changes. "
571,"Investigators with the Department of Homeland Security made an unannounced visit on Wednesday to the home of a former Immigration and Customs Enforcement spokesman who abruptly resigned three months ago because he could not bring himself to lie on behalf of the Trump administration. The former spokesman, James Schwab, announced his resignation from the agency on March 12. He said he quit because he did not want “to perpetuate misleading facts” during a dispute between the Justice Department and the mayor of Oakland, Calif. Mr. Schwab had stayed quiet since then, until he sat down on Wednesday for an interview with a CBS News reporter at his California home. But two men in dark suits interrupted the interview, which aired on Thursday morning, knocking on Mr. Schwab’s front door. They said they worked in the Department of Homeland Security’s Inspector General’s office and wanted to speak with Mr. Schwab. One of them refused to answer questions from the reporter, Jamie Yuccas, who stood by Mr. Schwab at the front door. “I’m talking to him,” the agent told her. “This is confidential.” Later, Mr. Schwab told the reporter that the agents had wanted to discuss the department’s investigation into how the Oakland mayor, Libby Schaaf, found out in February about a raid by federal immigration officers before it took place. Ms. Schaaf issued a public warning about the impending raid, angering Justice Department officials. "
572,"LOS ANGELES — The actor George Takei, who was 5 years old when he was sent with his family to a camp in Arkansas, was rehearsing for a role when his husband interrupted him with some news this week from the Supreme Court. It could have been a ruling to celebrate: the court had finally overturned the 1944 decision that the United States government could force more than 120,000 people of Japanese descent into internment camps. But for Mr. Takei and many of those who spent months or years in the camps, the ruling on Tuesday felt more like a hollow victory. As pleased as they were that the court at last recognized what history has long regarded as a grave mistake, they lamented that it came as part of the decision that upheld President Trump’s ban on travel into the United States by citizens of several predominantly Muslim countries. There are too many striking parallels, they said, between their treatment and the logic to justify keeping people out of the country. Mr. Takei read the opinion of Chief Justice John Roberts, who wrote that “the forcible relocation of U.S. citizens to concentration camps, solely and explicitly on the basis of race, is objectively unlawful and outside the scope of presidential authority.” Chief Justice Roberts pushed back against what Justice Sonia Sotomayor called “stark parallels” between the 1944 decision and the majority opinion this week. He added, “Korematsu was gravely wrong the day it was decided, has been overruled in the court of history, and — to be clear — ‘has no place in law under the Constitution.’” "
573,"SHANGHAI — Months of struggling with economic problems at home and bickering with President Trump over trade are starting to take their toll on China’s financial health. China’s stock market has now fallen close to levels not seen since a crash shocked global investors three years ago. An elite Chinese think tank affiliated with the government warned this week that the chances of a financial panic had risen significantly, shaking markets even more. Chinese officials are trying to help factories deal with American tariffs by weakening the value of the country’s currency. That makes Chinese goods more competitive abroad, but it also gives investors inside and outside China a reason to take their money out of the country. And it offers Mr. Trump an opportunity to criticize Beijing — in the past, he has railed against the country for weakening its currency. The chances of a financial collapse that could shake the world are slim. The Chinese government has vast sums of money it can tap in the event of a crisis. And there are steep financial barriers to keep money from fleeing the country. While investors have ways around the barriers, they limit the possibility that such a flight could bring one of the world’s most important growth engines to a halt. Nevertheless, China faces some increasingly serious economic challenges. It is trying to tackle its considerable debt problems without starving its economy of the money that keeps growth chugging along. The president’s tariffs so far have been quite small in the grand scheme of things, but they add to China’s troubles. The next wave of tariffs, set at 25 percent, threatens to cover at least a tenth of China’s exports to the United States, and more could follow. "
574,"It’s been an active week, politically speaking — they all are, these days — and with the Fourth of July around the corner, politics are front and center in our recommended titles. From Terrance Hayes, there’s a poetry collection sparked by Donald Trump’s election; from Ben Rhodes, a memoir of his time as a key adviser in the Obama White House; and from Stephen Greenblatt, a pointed consideration of the political leaders in Shakespeare’s plays that might call to mind, reassuringly or not, the opening lines of Sonnet 59: “If there be nothing new, but that which is / Hath been before …” Gregory Cowles
Senior Editor, Books WE BEGIN OUR ASCENT, by Joe Mungo Reed. (Simon & Schuster, $26.) Reed’s debut novel is about a 29-year-old man, Sol, who is a professional cyclist in the Tour de France. He’s not the star of his team, nor does he particularly care to be. He’s a stoic, someone who doesn’t crave notoriety. The book also includes a portrait of Sol’s marriage, and an investigation into the complicated costs of victory. “It’s one of the indices of Reed’s talent that you hotly flip this book’s pages even when there’s not a lot going on, when it’s just another hilly day on the tour,” our critic Dwight Garner writes. AMERICAN SONNETS FOR MY PAST AND FUTURE ASSASSIN, by Terrance Hayes. (Penguin Poets, $18.) In his latest book, Hayes, the recipient of a MacArthur “genius” grant in 2014, sets himself the challenge of writing political poems in the guise of love poems. “Something happens everywhere in this country,” Hayes writes. “Every day. Someone is praying, someone is prey.” Our critic Parul Sehgal writes: “Any real accounting of the art emerging from our own current terrors would be premature,” but Hayes’s book “has a claim to be among the first fully-fledged works to reckon with the presidency of Donald Trump — and one of the most surprising.” OLD IN ART SCHOOL: A Memoir of Starting Over, by Nell Painter. (Counterpoint, $26.) At the age of 64, Painter, the noted historian who wrote “The History of White People” and many other books, decided to leave a chaired professorship at Princeton to go to art school. She writes about her embrace of a new field and a new life in this memoir. Our critic Jennifer Szalai calls it a “candid and cheerfully irreverent” book. “One of the most enjoyable aspects of ‘Old in Art School’ is seeing her relax her historian’s grip on social meaning and open up to new ways of seeing.” [Our Summer Reading issue has 73 great suggestions for thrillers, romance, true crime and more.] ATTICUS FINCH: The Biography, by Joseph Crespino. (Basic Books, $27.) Through his biography of the much-loved fictional character from Harper Lee’s “To Kill a Mockingbird,” Crespino brings to life the inconsistencies of the South and of Lee’s father, who was the model for the real Atticus. “This book opens a window into ‘Mockingbird’s’ scrubbed-up Alabama of memory,” Howell Raines writes in his review, “into the literary politics of the modern South, and into the argument that existed in Lee’s imagination when she arrived at 19 on the University of Alabama’s campus in 1945 and when she died in a Monroeville nursing home in 2016.” BEARSKIN, by James A. McLaughlin. (Ecco/HarperCollins, $26.99.) Terrible things are happening to black bears in this debut mystery set in western Virginia. And the humans facing off against the novel’s ex-con hero, now charged with protecting a wilderness preserve, are just as terrible. “McLaughlin writes about the natural world with casual lyricism and un-self-conscious joy, while describing physical violence so vividly you want to look away,” Marilyn Stasio writes in her crime column. And he is “just as remarkable when he turns to other subjects.” "
575,"A former aide to Roger J. Stone Jr., the longtime Trump adviser and self-described “dirty trickster,” was subpoenaed to appear before the grand jury hearing evidence in the Russia investigation and to hand over documents, and his lawyer moved on Thursday to quash it in court. The aide, Andrew Miller, has not been mentioned before publicly in the investigation by the special counsel, Robert S. Mueller III. Mr. Miller, a registered Libertarian, worked briefly for Mr. Stone around the time of the Republican National Convention in 2016, helping to arrange media interviews and conducting other tasks, according to a person close to Mr. Stone. Mr. Miller was also an aide on the campaign for New York governor in 2010 of Kristin M. Davis, a former madam, whose main adviser was Mr. Stone. A lawyer, Paul Kamenar, said he filed a motion on Thursday on behalf of a client who was subpoenaed to be questioned in front of the grand jury, though he did not identify Mr. Miller. Mr. Kamenar said the National Legal and Policy Center, a conservative nonprofit organization, was paying for his services. His motion argued that Mr. Mueller’s appointment “was unconstitutional,” he said. Peter Flaherty, the chairman of the policy center, said, “The founders feared exactly what we see in Mueller: a runaway federal official. We hope to see Mueller’s operation disbanded, once and for all.” Though that argument has gained prominence in conservative circles, two federal judges have rejected it, including this week in the financial fraud case against Paul Manafort, the president’s former campaign chairman. The deputy attorney general, Rod J. Rosenstein, who appointed Mr. Mueller, has also repeatedly said he has seen nothing untoward in Mr. Mueller’s conduct. Mr. Miller’s scheduled grand jury appearance was postponed after the motion was filed. Mr. Stone has become a focal point for Mr. Mueller’s investigators in the inquiry into possible collusion between the Trump campaign and Russia’s election interference. During the 2016 campaign, Mr. Stone publicly foreshadowed the released by WikiLeaks of information damaging to Hillary Clinton’s campaign. He has since said that he was informed by an intermediary about the plans of the WikiLeaks founder, Julian Assange, and has denied allegations that he helped collude with foreign powers. "
576,"In 30 years on the Supreme Court — the past 13 as the swing justice — Justice Anthony Kennedy has been the decisive vote in cases on issues ranging from abortion to affirmative action. Yet his legacy will be defined primarily by his opinions in the area of gay rights, where he wrote the major majority opinions expansively reading the Constitution to protect gay Americans. Even though these cases have prompted some to call Justice Kennedy the “first gay justice,” his legacy remains unsettled and uncertain. His gay-rights decisions will now face a hostile majority on the court, which is likely to overturn, cut back or nullify at least some of them. And he has made it surprisingly easy. When Justice Kennedy joined the court in 1988, it was no friend to gays and lesbians. Two years earlier, the court had upheld a Georgia law making it a crime to engage in intimate conduct with a person of the same sex. It dismissed the argument that the Constitution protected gay intimacy as “facetious at best.” Gay and lesbian citizens found a champion in Justice Kennedy. In 1996, he led the court in overturning a Colorado law barring cities from protecting gays and lesbians from discrimination. Justice Kennedy wrote that laws targeting gay people based in “animus” were unconstitutional. In 2003, he wrote for the court in Lawrence v. Texas, invalidating a law criminalizing same-sex sodomy and overturning the dismissive 1986 decision. Justice Kennedy also wrote the court’s two most important decisions on same-sex marriage. The court in 2013 struck down a provision of the Defense of Marriage Act denying federal benefits to gay couples married under state law; Mr. Kennedy wrote that same-sex marriages were “worthy of dignity in the community equal with all other marriages.” In Obergefell v. Hodges, the 2015 decision declaring a constitutional right to same-sex marriage, Justice Kennedy said these relationships were “central to individual dignity and autonomy.” The 5-4 decision made marriage equality the law of the land, but beyond that Justice Kennedy’s opinions were important for giving legitimacy to the love and relationships of people long shamed for those very feelings of intimacy. "
577,"On a recent Wednesday afternoon, the singer and songwriter John Legend was at the Soho House in Malibu, Calif., his jean-jacketed back to the Pacific Ocean, his left hand around a glass of rosé that he helped create. He was ruminating about the global uptick in wine consumption — the millennial’s alcoholic beverage of choice, according to studies and articles galore. “Wine has a kind of connection to luxury, and if you can make it in a price range that’s available to a lot of people, they want to access it,” said Mr. Legend, who is 39 (more of a Gen X-er). He paused to consider the salmon-colored varietal swishing around his glass, which was created with Jean-Charles Boisset, costs $25 per bottle and was made with grapes grown in the South of France, on a vineyard a few miles from the Mediterranean. “It was a big coup for us to get the grapes that we got from that area,” Mr. Legend said. The rosé is the fourth wine he and Mr. Boisset have produced together under the LVE label, which stands for Legend Vineyard Exclusive. (The name “was always kind of suggestive of love, even though it doesn’t spell it out explicitly,” said Mr. Legend, born John Stephens.) It is also far from the only famous person’s rosé on the market. Drew Barrymore has one. Brad Pitt and Angelina Jolie (their split notwithstanding) too. “Typically we say no to any celebrity client,” said Mr. Boisset, who wears his blond hair in suave waves and also dabbles in making jewelry. “Typically, they’re not as intensely into wine, not as dedicated to wine and winemaking.” "
578,"WASHINGTON — For months, their sparring had been indirect, stern letters exchanged, pointed threats traded through the news media. But on Thursday, the ever-intensifying skirmishes between Deputy Attorney General Rod J. Rosenstein and conservative House Republicans broke into an ugly public fight. On the House floor, Republicans voted in lock step to give the Justice Department seven days to produce sensitive documents related to the Russia inquiry and the F.B.I.’s investigation of Hillary Clinton’s private email use. Though nonbinding, the measure was intended to put Mr. Rosenstein on notice that House lawmakers were willing to take punitive action — potentially including impeachment — if their demands were not met. In the House Judiciary Committee, conservative Republicans hauled Mr. Rosenstein and the F.B.I. director, Christopher A. Wray, before television cameras to accuse them of hiding information from Congress to protect their own interests. In Mr. Rosenstein’s case, some Republicans charged outright misconduct related to the investigation into Russian election interference. The two leaders, both appointed by President Trump, defended the special counsel investigation and their response to congressional investigators, even as they said they had been deeply troubled by the findings of a Justice Department inspector general’s report released this month on the F.B.I.’s handling of the Clinton email case. “There are mechanisms to resolve this without threatening to hold people in contempt,” Mr. Rosenstein said, urging lawmakers to work with him rather than threaten him. “We are not in contempt of this Congress. We are not going to be.” Democrats accused Republicans of concocting a political distraction to further bloody the reputation of the Justice Department as it investigates President Trump and his campaign’s ties to Russia. Representative Jerrold Nadler of New York, the top Judiciary Committee Democrat, called the floor vote “clearly a pretext for a move against Mr. Rosenstein that the majority already has planned.” "
579,"It’s good for American presidents to meet with adversaries, to clarify differences and resolve disputes. But when President Trump sits down with President Vladimir Putin of Russia in Finland next month, it will be a meeting of kindred spirits, and that’s a problem. One would think that at a tête-à-tête with the Russian autocrat, the president of the United States would take on some of the major concerns of America and its closest allies. Say, for instance, Mr. Putin’s seizure of Crimea and attack on Ukraine, which led to punishing international sanctions. But at the Group of 7 meeting in Quebec this month, Mr. Trump reportedly told his fellow heads of state that Crimea is Russian because everyone there speaks that language. And, of course, Trump aides talked to Russian officials about lifting some sanctions even before he took office. One would hope that the president of the United States would let Mr. Putin know that he faces a united front of Mr. Trump and his fellow NATO leaders, with whom he would have met days before the summit in Helsinki. But Axios reported that during the meeting in Quebec, Mr. Trump said, “NATO is as bad as Nafta,” the North American Free Trade Agreement, which is one of Mr. Trump’s favorite boogeymen. Certainly the president would mention that even the people he appointed to run America’s intelligence services believe unequivocally that Mr. Putin interfered in the 2016 election to put him in office and is continuing to undermine American democracy. Right? But on Thursday morning, Mr. Trump tweeted, “Russia continues to say they had nothing to do with Meddling in our Election!” More likely, Mr. Trump will congratulate Mr. Putin, once again, for winning another term in a sham election, as he did in March, even though his aides explicitly warned him not to. And he has already proposed readmitting Russia to the Group of 7, from which it was ousted after the Ukraine invasion. Summits once tended to be carefully scripted, and presidents were attended by senior advisers and American interpreters. At dinner during a Group of 20 meeting last July, Mr. Trump walked over to Mr. Putin and had a casual conversation with no other American representative present. He later said they discussed adoptions — the same issue that he falsely claimed was the subject of a meeting at Trump Tower in 2016 between his representatives and Russian operatives who said they had dirt on Hillary Clinton. "
580,"ANNAPOLIS, Md. — A man armed with a shotgun and smoke grenades stormed into the newsroom of a community newspaper chain in Maryland’s capital on Thursday afternoon, killing five staff members, injuring two others and prompting law enforcement agencies across the country to provide protection at the headquarters of media organizations. The suspect, Jarrod W. Ramos, 38, was taken into custody at the scene and was charged on Friday morning with five counts of first-degree murder. He had a long history of conflict with the Capital Gazette, which produces a number of local newspapers along Maryland’s shore, suing journalists there for defamation and waging a social media campaign against them. “This was a targeted attack on the Capital Gazette,” said William Krampf, acting chief of the Anne Arundel County Police Department. “This person was prepared to shoot people. His intent was to cause harm.” A bail hearing for Mr. Ramos was scheduled for 10:30 a.m. Friday in Annapolis, according to Maryland court records, which did not list a lawyer for him but said Mr. Ramos was eligible to be represented by a public defender. [Annapolis gunman barricaded door in newsroom shooting, police say.] The chilling attack was covered in real time by some of the journalists who found themselves under siege. A message saying “please help us” with the address of the office building was tweeted from the account of Anthony Messenger, a summer intern. A crime reporter, Phil Davis, described how the gunman “shot through the glass door to the office” before opening fire on employees. "
581,"To the Editor: In your June 24 editorial, “The G.O.P. Built Donald Trump’s Cages,” you mention the big increase in migrants from El Salvador, Guatemala and Honduras, and say, “None of this is surprising considering the rampant violence in the region.” Indeed. What seems largely lost in current immigration discussions is that those countries have never recovered from brutal civil wars that our government abetted with vast amounts of aid and training to their armed forces and other combatants. To punish migrants for protecting their children from social violence seeded by American foreign policy ignores our own historical complicity in forcing their decision to leave their broken societies. Redirecting billions of tax dollars intended to secure our borders toward programs to stabilize these societies would not only fulfill our moral responsibility to repair the damage we have done but also give Central Americans reason to have hope for and remain in their homelands. RUTH J. CHOJNACKI, CHICAGO "
582,"The presidency of Donald Trump has stirred debate about what it means to be American. What ideals should the nation embody? What is the state of the country today? As we approach Independence Day, we are sharing some pieces that wrestled with these questions. Because America is an idea as much as a country, our acts of moral courage defend us as surely as any act of violence, writes Phil Klay, a former Marine who served in Iraq. “In the real world, as lived and experienced by real people, the demand for human rights and dignity, the longing for liberty and justice and opportunity, the hatred of oppression and corruption and cruelty is reality. By denying this experience, we deny the aspirations of billions of people, and invite their enduring resentment,” the Republican senator writes. "
583,"The legal problems facing Navient, one of the nation’s largest student loan debt collectors, mounted on Thursday as California’s attorney general said he would file a lawsuit accusing the company of widespread deceptions and mistakes that cost borrowers millions of dollars. The accusations echo those in a major enforcement case against Navient that was started by the Consumer Financial Protection Bureau last year, in the final days of President Obama’s administration. The bureau is still pursuing the case, but consumer advocates fear it will be dropped or settled by Mick Mulvaney, the bureau’s acting director, who has sharply reduced the agency’s powers and scrapped many of its lawsuits and investigations. The actions of Mr. Mulvaney, who is also President Trump’s budget director, have prompted states to more aggressively flex their own consumer protection authority. California would be the fourth and largest state to sue Navient, joining Illinois, Pennsylvania and Washington. States have sued over Navient’s handling of both private and federal student loans. The case in California focuses on the federal loans, which are made or backed by the government. Navient is among the largest of eight servicers hired by the government to collect $1.4 trillion owed by nearly 43 million people. The company services loans for 12 million borrowers, including an estimated 1.5 million in California, according to the attorney general’s office. The attorney general, Xavier Becerra, said he would file the lawsuit this week in state Superior Court. The complaint will focus on how Navient guided borrowers through their repayment options. The company failed to steer borrowers toward the best options available to them, raising the repayment costs for some, according to Mr. Becerra’s office, which said it believed that Navient broke state laws prohibiting unfair competition and false advertising. “Navient’s loan servicing abuses have compounded the misery of parents and students who sacrificed to pay for college,” Mr. Becerra said. "
584,"WASHINGTON — This truly will be a Supreme Court confirmation like none before. It will be the first for a court vacancy that opened during the Trump administration. It will be the first in an election year since President Barack Obama’s nominee was blocked by Republicans in 2016. Most importantly, it will be the first time the process has begun with the threat of a filibuster off the table. The latter fact means that President Trump’s nominee will begin the often challenging, tricky and exhausting process knowing that a seat on the Supreme Court can be won solely with Republican votes. But just because Democrats have very few options to derail an objectionable nominee does not mean they intend to wave the white flag before the battle has even begun. “The key is to not give up here,” said Senator Amy Klobuchar, the Minnesota Democrat who serves on the Judiciary Committee. “We need to make the case to the American people about how the decisions that this court makes every day affect people’s lives. Look at the last decades: where you can go to school, who you can marry, how you can vote, if you can vote. Those are the kinds of decisions they make.” Democrats and their allies on Thursday were still absorbing the full implications of Justice Anthony M. Kennedy’s retirement announcement a day earlier and only beginning to map a strategy for contesting a confirmation in a reshaped Senate world. When Democrats attempted to filibuster the confirmation of Justice Neil M. Gorsuch in 2017, Republicans forced through a change in Senate procedure that eliminated the requirement that a nominee must win a supermajority of 60 votes before final approval. Republicans saw it as justified payback for a similar Democratic move in 2013 on lower court nominees. The Republican action was anticipated, but was no certainty at the start of the Gorsuch hearings. But simple majority approval for considering and confirming Supreme Court nominations is the standing policy of the Senate now. "
585,"(Want to get this briefing by email? Here’s the sign-up.) Good evening. Here’s the latest. 1. “Active shooter 888 Bestgate please help us.” At least five people were killed and others were injured when a gunman shot through the glass door at the Capital Gazette newsroom in Annapolis, Md. Journalists inside live-tweeted the attack, including the intern quoted above. A suspect was in custody and being interrogated, the county executive said. In New York City, the police deployed officers to protect news outlets. And newsrooms, including ours, waited for a clue as to the gunman’s motive. _____ 2. Until the shooting, the news of the day in Washington was a brewing political battle. The departure of Justice Anthony M. Kennedy, long seen as a crucial voice on abortion rights, from the Supreme Court could imperil “Roe v. Wade,” potentially affecting generations of women. Americans are largely split on the news of Kennedy’s retirement. Liberal activists could face a steep uphill battle to prevent President Trump from nominating a conservative justice. Mr. Trump and Republican leaders have vowed to act quickly to fill the seat. (We look at some possible nominees.) "
586,"WASHINGTON — At least 19 Immigration and Customs Enforcement investigators are seeking to dissolve the agency, concerned that the Trump administration’s crackdown on illegal migrants has limited their ability to pursue national security threats, child pornography and transnational crime. In a letter sent last week to Kirstjen Nielsen, the homeland security secretary, the special agents proposed creating a stand-alone investigations unit and another agency to handle immigration detention and deportation. The request was sent as a growing number of Democrats and immigration-rights advocates have called for eliminating ICE. Investigations “have been perceived as targeting undocumented aliens, instead of the transnational criminal organizations that facilitate cross border crimes impacting our communities and national security,” wrote the agents from Homeland Security Investigations, which is a branch of ICE. The Texas Observer first reported the letter. The investigators said local law enforcement officials have questioned the independence of their agency, given the Trump administration’s aggressive policies against illegal immigration — including arresting undocumented workers for minor offenses, such as driving without a license. At least two House Democrats — Representatives Mark Pocan of Wisconsin and Pramila Jayapal of Washington — are pushing to eliminate ICE. And Alexandria Ocasio-Cortez, who stunned the Democratic establishment this week with her upstart primary victory against Representative Joe Crowley of New York, made abolishing ICE one of the key planks of her campaign. "
587,"A death in the family. A punch to the gut. The announcement of Justice Anthony Kennedy’s retirement felt to me and many people I know like both of those, but even more so like something else: a sick cosmic joke. How much power will a president with such tenuous claim to it get to wield? How profound and durable an impact will such a shallow and fickle person make? Donald Trump barely won the White House, under circumstances — a tainted opponent, three million fewer votes than she received, James Comey’s moral vanity and Russia’s amoral exertions — that raise serious questions about how many Americans yearned to see him there. But he’s virtually assured of appointing as many judges to the Supreme Court as each of his three predecessors did and could reshape Americans’ lives even more significantly. It’s the craziest dissonance. The cruelest, too. In his heart of hearts, he doesn’t give a damn about rolling back abortion rights. Any sane analysis of his background and sober read of his character leads to that conclusion. Yet this man of all men — a misogynist, a philanderer, a grabber-by-the-you-know-what — may be the end of Roe v. Wade. Time to spring into action, Ivanka! I type that in jest, knowing that my keystrokes are in vain. So many of Trump’s positions, not just on abortion but also on a whole lot else, were embraced late in the game, as matters of political convenience. They were his clearest path to power. Then they were his crudest way to flex it. "
588,"— President Trump, at an event in Mount Pleasant, Wis., on Thursday Two other Republican presidents won Wisconsin after Dwight D. Eisenhower twice swept the state in 1952 and 1956, and Mr. Trump took it in 2016. Richard M. Nixon first won Wisconsin in the 1960 presidential election, but lost the nationwide vote to John F. Kennedy. Nixon won Wisconsin again in 1968 and in 1972. A decade later, Ronald Reagan also won Wisconsin in 1980 and 1984. Mr. Trump often recalls his Electoral College wins in speeches, and previously has claimed to be the first Republican to win the Badger State in “many, many years” or “in decades.” Occasionally, he has specified the amount of time elapsed since a Republican last won Wisconsin. But the time frame has increased with each telling. In December 2016, he said it had been 38 years since a Republican candidate took the state; at a speech in South Carolina on Monday it was 44 years. On Thursday, Mr. Trump said he was the first Republican to win there in a half century. "
589,"President Trump mounted a case for electing more Republicans to Congress in November with misleading attacks on Democrats and exaggerated boasts of his achievements at a campaign rally in Fargo, N.D., on Wednesday night. He was in Fargo to stump for Representative Kevin Cramer, a Republican, who is trying to unseat the state’s Democratic senator, Heidi Heitkamp. During the speech, Mr. Trump warned that Ms. Heitkamp would vote against his nomination to replace Justice Anthony M. Kennedy, who had announced his retirement from the Supreme Court on Wednesday. (Ms. Heitkamp voted for his previous Supreme Court nominee, Neil M. Gorsuch.) Mr. Trump also updated his familiar stump speech — and its repeated inaccuracies —  with a few new claims. Here’s a fact check. This month, the Trump administration announced a new rule that would allow small businesses to join together and set up association health plans. But Mr. Trump is counting his enrollees before the plans hatch. Under the rule, association plans will not be offered until at least Sept. 1, so it is impossible that “millions and millions” have already enrolled under the rule. The association plans may not have to provide “essential health benefits” that the Affordable Care Act requires for individual and small group market plans. These benefits include coverage for maternity care, mental health care and prescription drugs. As a result, the new plans could be cheaper and lure younger, healthier people away from Affordable Care Act marketplaces, driving up costs for those plans. "
590,"CHELSEA, Mass. — It was the day after a Latina community activist in New York toppled an entrenched congressman of her own party in one of the biggest political upsets of the decade. And the shock waves reverberated 200 miles away in Boston, where another woman of color who is challenging an entrenched incumbent was clearly buoyed by the surprising turn of events. Ayanna Pressley, a Boston city councilwoman, appearing at a candidate forum at a senior center Wednesday night, gave a brief, impassioned speech about economic inequality and concluded that she — “this woman!” — could be a disruptive force for change. The audience whooped and hollered in support. In an interview afterward, Ms. Pressley, her voice raspy from pollen in the air, said she was inspired by the stunning success of Alexandria Ocasio-Cortez on Tuesday in a New York Democratic House primary. “What her victory has done is reaffirmed for us that there’s a path to victory, that this is winnable and that it’s going to come down to the field,” Ms. Pressley said, referring to how campaign workers get out the vote. Since Ms. Ocasio-Cortez’s victory over longtime Queens Democrat Joseph Crowley, several other insurgent candidates have drawn inspiration from the success of her unapologetically progressive campaign — providing hope that they, too, could upend the Democratic establishment against all odds. This is especially true among women, who are running for Congress in record numbers this year. In Massachusetts, three women who are challenging longtime male House members said the results in New York have provided a jolt of confidence. "
