,text
274,"(Want to get this briefing by email? Here’s the sign-up.) Good morning. Here’s what you need to know: • President Trump said on Wednesday that he was open to a path to citizenship after 10 to 12 years for hundreds of thousands of undocumented immigrants brought to the U.S. as children. His comments came days after he rejected a bipartisan plan built around that idea. The fate of the so-called Dreamers is at the center of a stalemate in Congress made more complicated by Mr. Trump’s shifting position: He has expressed sympathy for the young immigrants while demanding a crackdown on illegal immigration. • Poll after poll has found that a large majority of Americans support protection for the Dreamers. We spoke to some of those who don’t. • President Trump said he was eager to be interviewed by Robert Mueller, the special counsel investigating Russia’s interference in the 2016 election, possibly in the next few weeks. “There’s been no collusion whatsoever,” the president said. “There’s no obstruction whatsoever, and I’m looking forward to it.” • Separately on Wednesday, the Justice Department rebuked an effort by House Republicans to undermine the Russia investigation. Representative Devin Nunes of California has led a push to release a memo, drawing on classified information, that is said to accuse the F.B.I. of abusing its power. • With those words, Judge Rosemarie Aquilina sentenced Lawrence Nassar, the former doctor for the U.S. gymnastics team, to 40 to 175 years in prison on Wednesday for multiple sex crimes. More than 150 women confronted Dr. Nassar, 54, during his seven-day sentencing hearing, accusing him of abuse. We highlighted some of their poignant comments. • Dr. Nassar was also on the faculty at Michigan State University until 2016, when the abuse came to light. Amid fallout from the scandal, the university’s president, Lou Anna Simon, resigned on Wednesday. • It was a major security mistake of the Iraq war: Militants, including the current leader of the Islamic State, were held for years at a U.S. detention facility, where they became even more radicalized. Now, American-backed Kurdish militias in Syria have detained hundreds of ISIS fighters and their families in makeshift camps, raising fears among U.S. military officials of another breeding ground for extremists. • President Trump warned Turkey on Wednesday to limit its attacks on the Kurds. The Turkish government views them as terrorists, but they have helped the U.S. fight Islamic State militants. • President Trump is on his way to the World Economic Forum meeting in Davos, Switzerland, to explain his “America First” approach. But the world has moved ahead with a trade agenda that no longer revolves around the U.S. Whatever reception Mr. Trump receives at the forum, one thing is true for its moneyed elite: The president has been good for business. You can find all of our Davos coverage here. • More large companies like Starbucks and Walmart are seeing the value in paid leave and other benefits for parents, and are beginning to close the gap between salaried and hourly workers. • Demand for coal in the U.S. continues to fall, and the impact is being felt in Pennsylvania, where the closing of a mine will idle 370 workers. • Britain’s “most un-P.C.” charity is shutting down. An undercover investigation revealed that participants at the annual fund-raising dinner of the Presidents Club groped and propositioned young women hired as servers. • U.S. stocks were mixed on Wednesday. Here’s a snapshot of global markets today. Tips, both new and old, for a more fulfilling life. • Throw an incredible Super Bowl party. • Should you give back the engagement ring? • Recipe of the day: Satisfy a sweet tooth with salted chocolate chunk shortbread cookies. • Governor, mayor and soon-to-be retiree Jerry Brown, 79, says his time in public service is “getting close to the end.” We spoke to the  two-time governor of California, the face of the state’s old political order, who will deliver his final State of the State speech today. • Pope Francis on “fake news” The serpent in the Garden of Eden hissed the first fake news to Eve and it all went downhill from there, Pope Francis wrote in a major document about the phenomenon. • Those magazines sure stack up Even as print flails, piles of Vogues, Playboys and other publications are being painstakingly preserved in a former cannon foundry in London. We visited the Guinness World Record-holding collection. • Best of late-night TV President Trump is traveling to Davos with the message that America is open for business. “And who better to make that declaration than a man who declared bankruptcy six different times?” Jimmy Kimmel asked. • Quotation of the day “Maybe there was some sort of presumption on the part of the president and his team that if the U.S. said stop, this process would come to a halt. What this shows is that’s not true. The world just moves on without us.” — Phil Levy, a former White House economist, on President Trump’s approach to trade pacts. • The Times, in other words Here’s an image of today’s front page, and links to our Opinion content and crossword puzzles. In honor of Australia Day, Friday’s holiday marking the anniversary of Britain’s arrival Down Under in 1788, we’re looking at one of the country’s most recognizable exports: “G’day, mate!” Australian National University points to an early use of the greeting in “The Romance of a Station,” a novel from 1889: “He pulled up, nodding to Alec’s ‘Good-day, Tillidge,’ and replying in a short, morose manner, running his words one into the other, as a bushman does, ‘G’d-day, sir.’ ” A century later, the phrase was popularized the world over in a tourism campaign featuring Paul Hogan, the Australian actor who would later gain international fame as Crocodile Dundee. Australians have a long tradition of abbreviating and slackening words and phrases, particularly by adding “ie” to the end. “Aussie” appears in references from World War I. A book by Gertrude Moberly, recounting the experiences of a nurse, described a “farewell dance for the boys going home to ‘Aussie’ tomorrow.” And Australians always have their “mates.” The nation’s unique camaraderie, known as mateship, is especially evident during commemorations of the Australian and New Zealand Army Corps (or Anzacs), the World War I-era fighting force. Adam Baidawi contributed reporting. _____ Your Morning Briefing is published weekdays at 6 a.m. Eastern and updated all morning. Browse past briefings here. If photographs appear out of order, please download the updated New York Times app from iTunes or Google Play. What would you like to see here? Contact us at briefing@nytimes.com. You can get the briefing delivered to your inbox Sunday through Friday. We have four global editions, timed for the Americas, Europe, Asia and Australia, and an Evening Briefing on weeknights. Check out our full range of free newsletters here. "
275,      
276,"Donald J. Trump’s boardroom in “The Apprentice” was like something out of a movie. Specifically, “Network.” In the Netflix documentary “The Confidence Man,” two “Apprentice” producers say they found the actual Trump Organization offices too dated and dowdy for TV. So they built a set in Trump Tower, modeled on the darkened lair where the mogul, Arthur Jensen (Ned Beatty), dresses down the rebellious newsman Howard Beale (Peter Finch), howling, “The world is a business!” That’s what reality TV does: It set-designs locations (a “Survivor” island, a “Bachelor” love nest) to look more convincing, more in line with our mental cartoons than the real thing. “The Confidence Man,” a swift, brutal overview of Mr. Trump’s business career, argues that he had been doing the same thing with his image for decades: He wasn’t a business titan so much as he played one on TV. The film, directed by Fisher Stevens (“Bright Lights”), is the last episode of a six-part anthology, “Dirty Money,” from the filmmaker Alex Gibney (“Enron: The Smartest Guys in the Room”), arriving Friday. The installments range from an infuriating look at payday lending to an offbeat story about Canadian maple syrup cartels. The common thread is the abuse of trust. And “The Confidence Man” argues that the problem goes all the way to the top. Mr. Stevens’s narrative starts with Trump Tower, the gleaming metonym Mr. Trump hung his name on in brass letters. The splashy project landed him on talk shows and magazine covers as the photogenic shorthand for Reagan-age materialism. That served his other big 1980s construction effort — his media image, for which he poured the foundation in the New York tabloids. The gossip columnist A. J. Benza recalls Mr. Trump as a regular source, offering juicy tips with only one condition: that he be referred to in print as a billionaire. TV reports picked up on the description and embellished it, and Mr. Trump smiled and let them. “The Confidence Man” interviews old friends, like the music mogul Russell Simmons, and associates like Barbara Res, the executive in charge of the Trump Tower construction, who remember his mythmaking bemusedly. Compared with real estate families like the Zeckendorfs, Ms. Res says, “Who was Trump? He was nobody.” Maybe Mr. Trump wasn’t the biggest developer. But he was the most visible, and he banked on people taking one for the other. (A later ad for Trump University declared, “Donald Trump is, without question, the world’s most famous businessman” — trusting the audience to read that as “most successful.”) Banks threw money at his celebrity, and he spent it on high-visibility purchases: an airline, the Plaza Hotel, a football team, casinos. When it all went bad by the early ’90s, fame was his guarantor. His creditors, who needed the Trump brand to survive in order to get paid back, put him on an allowance to keep up a glitzy front. Mr. Trump, the film argues, has thrived by finding partners — in finance, reality TV, politics — who were as invested as he was in propping up his image. Mr. Trump’s self-inflation has been covered before. In the 2005 book “TrumpNation” the former New York Times reporter Tim O’Brien, who figures heavily in this documentary, concluded that Mr. Trump was worth mere hundreds of millions, not billions. (Mr. Trump sued him for libel, unsuccessfully.) But “The Confidence Man” is useful for how it separates out the business thread from the recent tangle of “How we got Trump” analyses. When Mr. Trump’s business became licensing his name to others, he essentially turned into a mascot. He showed up on sitcoms and did fast-food ads with his ex-wife Ivana and Grimace from McDonald’s. He was his own Col. Sanders, personifying the herbs and spices — glitter, ambition — that “TRUMP” in big brass letters stood for. That made him a perfect host for “The Apprentice,” whose premise was that Mr. Trump was a legendary businessman and desirable boss. TV fame opened up other opportunities, and the last half of “The Confidence Man” detours into dark intimations about Mr. Trump’s partnerships with businessmen from former Soviet republics and his alleged self-enrichment as president. It also re-examines the fraud case, later settled, against Trump University that his opponents tried to make stick to him in the 2016 campaign. But the film’s larger case is against the reasoning that helped elect him: He was the most famous businessman, therefore he was the best businessman, therefore — following the logic of Mitt Romney and H. Ross Perot before him — he would be the best president. “He’s managed businesses,” one voter quoted in the film says, “and I think he can manage this country.” You could, of course, argue that branding and the ability to leverage illusions are valuable skills themselves. You could agree with Arthur Jensen that the world is a business. But the forceful conclusion of “The Confidence Man” is that Mr. Trump’s world is, and has always been, a stage. "
277,"Welcome to the Climate Fwd: newsletter. The New York Times climate team emails readers once a week with stories and insights about climate change. Sign up here to get it in your inbox. Do you have questions about climate change? We’re answering them in this newsletter. Send us yours via the form at the bottom of our climate Q. and A. This one was sent to us from Sue Pfeffer in Toronto: How much of the problem is caused by methane gas emitted from raising farm animals for the meat industry? The impact of agriculture, a category that includes everything from growing lettuce to raising livestock, is tricky to express because the gasses produced — mostly methane and nitrous oxide — have much more warming potential than carbon dioxide but also dissipate more quickly. According to the latest thinking, though, farming is responsible for the equivalent of 574 million metric tons of carbon dioxide emissions in the United States each year and 56 million metric tons in Canada. That’s about 8 percent of each country’s total greenhouse gas emissions. Methane is increasingly drawing attention from researchers because its worldwide levels have doubled in less than 10 years after remaining flat since the 1990s. The reasons behind the increase are not well understood. In the United States, 42 percent of agricultural emissions come from animal agriculture. Two-thirds of those gases are directly emitted by ruminants: animals like cows, buffalo and sheep that use bacteria in their stomachs to ferment food. That allows them to eat foods, like grasses, that humans can’t. "
278,"Before reading the article: What do you know about DACA? Who are the Dreamers? What have you heard in the news, in school or elsewhere about these young immigrants? What questions do you have? Then, watch this short Times video below. What is your reaction? What did you learn? Now, read the article, “DACA May Be the Most Talked About Policy in Washington. Here’s a Breakdown,” and answer the following questions: 1. What largely caused the whiplash in Washington last week, when government operations stopped and started again, according to the article? 2. What will lawmakers’ negotiations about the Deferred Action for Childhood Arrivals program — or DACA — determine? 3. When was DACA introduced, and what benefits does it provide its participants? 4. How old are the Dreamers, and what must they have, or not have, to qualify as such? 5. Why did President Trump end the program in September? 6. Will the Dreamers be deported? Why or why not, and if so, when? 7. Why are many progressives, immigrant advocates and DACA recipients themselves hoping for a “clean” Dream Act, and what would that law offer the Dreamers? 8. What will happen if Congress cannot come up with a solution and the injunction against the DACA phaseout is lifted by the courts? Finally, tell us more about what you think: What do you think is most at stake as lawmakers debate a resolution about DACA? Why did you answer the way you did? Do you have suggestions for lawmakers? If so, what are they, and why? For related Times coverage, see Trump Says He Is Open to a Path to Citizenship for ‘Dreamers’, Senators Race to Protect Immigrants, and Restore Their Institution and For DACA Recipients, Losing Protection and Work Permits Is Just the Start and A Typical ‘Dreamer’ Lives in Los Angeles, Is From Mexico and Came to the U.S. at 6 Years Old. "
279,"BERLIN — The previous time I lived in Berlin, in 2000, China had recently bought a building by the Spree River to use for a sprawling new embassy, and the staff would bully the clients of a women-only gym that had a lease on the top floor with verbal insults and by making them undergo intimidating security checks. The bizarre practice was aimed, apparently, at forcing out the gym and securing use of the entire building for China. It worked. Today, the silver and mirror-clad embassy sparkles by the spinach-colored waters of the Spree, satellite dishes and antennas poking out on top. I’m back in Berlin, having spent the intervening years reporting in Beijing as China vaulted from sixth place to second in global economic strength, pushing down Germany from third to fourth. Returning to this country from China, I am struck by how Beijing is asserting its interests here in ways that threaten Germany’s core values, going well beyond intimidating gym-going women. Germany must end Chinese meddling in its hard-earned democracy. Berlin has a stronger hand than many Germans appear to realize: China does not want to lose the good will and cooperation of this technologically strong and politically influential partner in the heart of Europe. Germany should be pushing back against Chinese interference with consistency and strength, just as China does when it feels its core interests are threatened. In recent months China has sent up a series of trial balloons to see how far it can stretch the boundaries of German democracy. First and most easily spotted: challenges to free speech and political protest on German soil. Take an incident in November, when the Chinese halted a soccer match between their under-20 team and TSV Schott Mainz in southwestern Germany to protest a handful of Tibetans and German fans with Tibetan “snow lion” flags. China regards the flags as a sign of resistance to its rule in Tibet. The Chinese players returned to the field only after the flags were furled. (China lost, 3-0.) "
280,"In the fall of 2016, Jim Yong Kim, the president of the World Bank, sat down with some of the most powerful figures in the global economy. Hosted by Christine Lagarde, the head of the International Monetary Fund, their discussion focused on financial trouble spots around the globe. There was scant talk about poverty, which the World Bank has committed to eradicate. And as such, there was no cause for Mr. Kim to join the discussion in a meaningful way. “I sat there and thought, ‘we are completely irrelevant to the majority of these countries,’” Mr. Kim recalled. “The I.M.F. is a systemically important financial institution. But we are seen as just a bunch of do-gooders.” The World Bank, once a powerhouse of global finance, is searching for relevance. Mr. Kim’s unusual solution: embrace Wall Street. For decades, the World Bank followed a simple formula. Developed-world governments that are the bank’s members provided the bulk of its money, which was used to make loans to developing nations for infrastructure projects and the like. But that model is under strain. Some 1.3 billion people still live in extreme poverty, and the bank’s war chest is dwarfed by the funds pouring into developing countries through financial markets. Perhaps most important, the World Bank’s biggest benefactor and largest shareholder — the United States — has become its most trenchant critic. Mr. Kim’s mission is to revitalize the World Bank by increasing its firepower and winning over the United States. To do so, he is fundamentally, and controversially, changing how the bank operates. Instead of relying solely on contributions from reluctant donor governments, he is pushing private investors — sovereign wealth funds, private equity firms and insurance companies — to pony up trillions of dollars for projects in Indonesia, Zambia, India and elsewhere. His pitch: They can reap rich returns by putting their money to work alongside the World Bank. As well as visiting villages, Mr. Kim tours financial capitals, hobnobbing with chief executives, bankers and fund managers. Interest rate swaps, internal rates of return, first-loss debt instruments: the jargon rolls off his tongue with the fluency of an investment banker. Trained as an anthropologist and medical doctor, Mr. Kim now says that the world of high finance is “some of the coolest stuff I have ever looked at.” In December, at an environmental summit in Paris, he used the phrase “deals on the table” seven times in an eight-minute speech. During the address he promoted four World Bank projects that would use private-sector capital. World Bank traditionalists are squirming. “It is not enough to be just another private equity fund,” said Scott Morris, a former United States Treasury official who worked with the World Bank, now at the Center for Global Development. The World Bank was founded at the end of World War II, part of an effort to remake the international financial system in a free-market mold. Through subsidized loans, the goal was to stimulate recovery in ravaged Europe and, later, economic development in the world’s poorer parts. The dams, pipelines and roads that these loans built spurred progress. They also stirred controversy when the bank was criticized for environmental destruction and supporting despots. Along the way, an entrenched bureaucracy of economists and development experts took shape. Resistant to change, they sustain and defend the bank’s original mission: funneling loans to emerging economies. The son of Korean immigrants, Mr. Kim worked in the slums of Haiti and Peru, guided by the liberation theology of Catholic priests and the outrage of leftist intellectual Noam Chomsky. Unlike past World Bank presidents, who hailed from politics and finance, Mr. Kim’s background — as a public health crusader and a vocal critic of the bank for imposing heavy-handed solutions on poor countries — made him acutely aware of the institution’s frailties. After taking office he immediately embarked on a reform plan. At the root of this effort is his dream to persuade the private sector to help the bank achieve its goal of ending extreme poverty by 2030. Via the International Finance Corporation, which is its private sector lending arm and provides cash to companies in exchange for equity stakes, the World Bank currently drums up more than $7 billion a year from the private sector to invest in ventures in the developing world. Mr. Kim wants that figure to increase eventually to $30 billion. In 2016, the bank announced a $5 billion deal to raise cash from insurers like Allianz and Prudential for a vehicle that would invest in infrastructure projects. The World Bank promised to protect investors against some losses. There has been a $500 million bond offering and derivatives offering to fight disease outbreaks. The bank formed a $1 billion partnership with private-equity firm Apollo Global to buy debt in developing countries. Mr. Kim is creating a venture with Credit Suisse to let clients invest in certain World Bank projects. And money is being raised for a $2 billion fund, managed by Amundi, the French investment giant, to buy bonds that finance environmentally friendly projects. Mr. Kim is conducting this experiment at a perilous time for the institution. The United States government is the bank’s largest shareholder, with a 16 percent stake. Under President Trump, it has been openly skeptical about the bank’s mission. In November, David Malpass, who oversees international affairs at the Treasury Department, said at a congressional hearing that those benefiting from the World Bank’s lending practices were “the people who fly in on a first-class ticket to give advice to governments.” And Adam Lerrick, Mr. Trump’s nominee to be a deputy under secretary responsible for the relationship with the World Bank, was a leading contributor to a study that questioned the relevance of the institution. The argument was that growing investment flows into developing countries rendered World Bank lending mostly superfluous. Nearly 20 years later, the report’s critique remains pointed. Last year, the World Bank dispensed $61 billion in loans and investments. By contrast, investors now inject more than $1 trillion a year into emerging markets, financing every manner of corporate or government investment. That is more than the $900 billion the World Bank has doled out in its history. It was 8 a.m. at World Bank headquarters in Washington, and Mr. Kim took his seat at the boat-sized table that dominates the bank’s board room. Its vast length evokes a more majestic time for the bank, when its voice — and loan book — loomed large across continents. Mr. Kim, 58, was on a video feed, urging financiers in Egypt, Jordan and Tunisia to put more of their own money to work in local markets. In effect, he was pitching the bank’s services as a middleman, ready to back projects with guarantees and other incentives. No longer could the World Bank be the sole provider of loans, which, he said, are “crowding out” the private sector. Mr. Kim is, by nature, a cheery person, but there was no mistaking the edge to his voice when he started talking about the World Bank economists whose pay is tied to how many loans they churn out. In his view, the bank needs to reward staff, Wall Street-style, for devising innovative financial solutions. “One of the most difficult things to do in a large bureaucracy is to change incentives,” Mr. Kim told the financiers. “And if you have a large bureaucracy full of economists it is especially hard, because it turns out that economists really hate it when you change the incentives.” Like others before him, Mr. Kim came to his job at the World Bank with bold plans to attack the institution’s bureaucracy. For most of his first term, which started in 2012, following a short stint as the president of Dartmouth, he was consumed by an unpopular reorganization. There were layoffs and bitterness in many areas of the bank. Those tensions are lingering. On Wednesday, the bank’s top economist, Paul Romer, abruptly resigned. Brought in by Mr. Kim a little over a year ago, Mr. Romer ruffled feathers by criticizing the quality of the bank’s voluminous economic reports. His end came after he claimed, in an interview with The Wall Street Journal, that the World Bank’s closely-watched report on business conditions in different countries had been altered for political reasons. For Mr. Kim, his vision of the bank as an institution more closely resembling Wall Street poses his biggest challenge. Dominated by economists from the public sphere, the bank tends to see private sector solutions — those involving the profit motive — as morally questionable. “This would be a cultural and organizational shift for the bank, which has not engaged with the private sector in a substantial way,” said Joel Hellman, a former top economist at the bank who is now dean of Georgetown’s School of Foreign Service. “World Bank staffers are used to talking to governments, and now they have to leverage the private sector? It is a different skill set, and flexibility is not the hallmark of development institutions.” Mr. Kim is looking to change staff behavior with positive reinforcement. On the video call, he singled out a lending executive who, instead of simply signing off on a World Bank loan to help Jordan build an airport, created a package that relied heavily on private sector finance. “He had to work against his own incentives,” Mr. Kim said, referring to the bank’s practice of rewarding staff for loans. “And that is part of the institutional problem here.” Mr. Kim’s public criticism of staff has struck a nerve. “He has pursued a strategy of making himself popular in Davos by attacking the organization and its staff,” said Lant Pritchett, a retired World Bank executive. “It is this idea that his hand has been hampered by bureaucratic machinations. That may be accepted in Davos — but it’s completely false.” Mr. Kim’s advisers say morale at the bank is improving and that the work force understands the importance of luring more private sector cash. But Mr. Kim’s motives are more complex than keeping employees happy or even finding the best financial solutions for poor countries. He needs to win over the Trump administration — a task he has attacked energetically. When talking about his relationship with the administration, he drops the first names of White House players. “Ivanka, Jared, Gary Cohn, Dina Powell — they all know our business model very well,” Mr. Kim said. His biggest coup was working with Ivanka Trump, the president’s daughter and senior adviser, on the Women Entrepreneurs Finance Initiative, which the bank introduced last October and that has raised $340 million. World Bank staffers sniff at the project, which they have nicknamed the Ivanka Fund. Outside the institution, however, the project was seen as a savvy move by Mr. Kim to outflank his critics at the Treasury Department. In his few meetings with Mr. Trump, Mr. Kim has tried to present the bank as a tool to enhance the administration’s “America First” policy. That could mean generous loans to strategically important countries or even providing expertise for United States infrastructure projects. Mr. Kim is trying to build support for his private-sector emphasis through public speeches. Ever the salesman, he tells the story of the bank’s need to embrace radical solutions as an extension of his own personal journey. He was the son of parents who escaped the ruin of the Korean War. They eventually settled in Muscatine, Iowa, where Mr. Kim was a high school quarterback before going on to Brown and securing advanced medical and anthropology degrees from Harvard. While at Harvard, he helped found Partners in Health, a nonprofit that devises treatment strategies in some of world’s poorest countries. Mr. Kim publicly jokes about ending up at the World Bank after criticizing the institution for being a bureaucratic behemoth, out of touch with the needs of the destitute. He devoured Marx as a young man, he likes to tell audiences. Now he takes counsel from — and socializes with — private equity titans Leon Black and David Rubenstein. “I have met with him many times,” said Mr. Rubenstein, the billionaire co-founder of the buyout firm Carlyle Group, who recently hosted a reception honoring Mr. Kim after the screening of a documentary about his public health work. “Jim has a lot of credibility with private equity firms.” Some critics at the bank think Mr. Kim has become too dazzled by bold faced names and billionaires. He golfs (very well, by all accounts) with Michael Bloomberg — who has backed several projects at the bank and hails Mr. Kim as a “doer” — and swaps books with President Emmanuel Macron of France, most recently sending him a copy of “Orientalism,” Edward Said’s critique of Western attitudes toward the Middle East and Asia. Mr. Kim’s turn at the Paris environmental summit in December was an opportunity to trumpet the potential of his reimagined institution. The World Bank has been trying to shed its less-than-green image, and it was a main sponsor of the event, held on an island in the Seine. Mr. Kim had promised Mr. Macron that he would announce some eco-friendly deals. The day before, Mr. Kim had been in Zurich with Tidjane Thiam, chief executive of Credit Suisse, pitching clients on a new emerging market fund. And after wall-to-wall meetings at the Paris conference, he planned to fly to Tokyo to sell investors on the World Bank’s latest financial innovations. His voice was hoarse; hectic travel and speechmaking had taken their toll. But now, with Mr. Macron and 50 other heads of state, not to mention Arnold Schwarzenegger, Sean Penn and Bill Gates, watching him closely, it was showtime. Mr. Kim strode onstage and started talking deals. There was a bid to attract $2 billion in private capital to protect coastal shores in West Africa; a $4 billion scheme to back geothermal energy in Indonesia; the establishment of a global investment bank to spur environmentally friendly investments in cities; and a big bet on electric cars in India. All would be blessed by the bank. But their ultimate success would hinge on how much money the private sector would kick in. Mr. Kim concluded by announcing that the bank would no longer back oil and gas drilling projects. A roar of applause filled the auditorium. Mr. Kim grinned. For the moment, at least, the World Bank was relevant again. "
281,      
282,"Good morning. Here’s what you need to know: • President Trump will address world leaders and business elites in Davos, Switzerland, later today, possibly making good on his promise to “tell the world how great America is and is doing.” On the sidelines, Mr. Trump has been in diplomatic overdrive. He worked to mend relations with Britain, saying he and Prime Minister Theresa May were “on the same wavelength,” despite reports of strains. And with the Israeli prime minister, Benjamin Netanyahu, at his side, Mr. Trump excoriated the Palestinians, threatening to cut off aid unless they “sit down and negotiate peace.” Elsewhere, Treasury Secretary Steven Mnuchin unleashed market turmoil with an apparently offhand comment, that a weak dollar benefits U.S. trade. Here’s our full coverage of the World Economic Forum. _____ • “You are the bravest person I’ve ever had in my courtroom.” That’s how a judge described Rachael Denhollander, above, the first former gymnast to go public about abuse by Larry Nassar, the former doctor for the U.S. gymnastics team. He was sentenced Wednesday, and victims have formed a bond as they gathered the strength to face him in court. And questions about how the abuse could have gone on for years forced the resignation of the president of Michigan State University, where Dr. Nassar was on the faculty until 2016. _____ • “She has developed an arrogance of power.” That was Bill Richardson, the former governor of New Mexico, describing Daw Aung San Suu Kyi, the civilian leader of Myanmar, a day after he quit an advisory panel on the Rohingya crisis. He also said Ms. Aung San Suu Kyi “exploded” when he raised the detention of two Reuters journalists who were investigating a Rohingya mass grave. ____ • Today is Australia Day, and it’s complicated. Some mark it with barbecues and fireworks. But many others, including Aboriginal groups, see the date — which marks the arrival of British ships in 1788 — as a celebration of colonization. On Thursday, a statue of the British explorer Capt. James Cook was found vandalized in Melbourne with graffiti of an Aboriginal flag, above. Our Australia bureau chief visited Parramatta, an ethnically diverse Sydney suburb, to see what people thought of Australia’s relationship to its past. He reflected on his reporting experience in his weekly newsletter. ____ • Scientists in Shanghai successfully created two cloned monkeys from fetal cells grown in a petri dish. The same technique produced Dolly the sheep in 1996. It could eventually be used to create custom-made monkeys for drug tests. Some darker scientific news: The Doomsday Clock, a symbol of concerns about humanity’s annihilation, was advanced by 30 seconds to 2 minutes to midnight. The last time the clock was so close to midnight was in 1953, during the Cold War. _____ • At the Australian Open today, Hyeon Chung of South Korea, above, will battle Roger Federer — in his first-ever Grand Slam semifinal. No pressure or anything. But as Mr. Chung, 21, told our sports columnist, he doesn’t view it as the highest-stakes match of his career. In 2014, he competed for a medal that would exempt him from military service. And in tomorrow’s women’s final, the top-seeded Simona Halep, faces the second-seeded Caroline Wozniacki. • A new dimension in the Volkswagen emissions scandal: An experiment involving monkeys, cartoons and a rigged Beetle shows how far the German automaker went to skew research on the damaging effects of diesel. •  Meet the Mate 10 Pro, the $800 Huawei smartphone snubbed by AT&T. The U.S. government has long suspected Huawei of committing espionage for China. • Two Canadian marijuana growers merged to create the world’s most valuable cannabis company, worth $6 billion. • A Chinese drone maker, Tengoen Technology, is building an eight-engine drone with a wingspan of 137 feet capable of carrying a 20-ton payload. • U.S. stocks were higher. Here’s a snapshot of global markets. • In the Philippines, more than 70,000 people have been evacuated after Mount Mayon showed signs of erupting. [The New York Times] • In India, “Padmaavat,” a new film about a Hindu queen had stirred up months of violent protests. Now that it’s in theaters, the fury seems to have faded. [The New York Times] • Twelve hockey players from North Korea arrived in South Korea to compete under a unified Korean flag at the Winter Olympics. [BBC] • A U.S. aircraft carrier plans to dock in Vietnam in March, in another sign that ties are warming. [The New York Times] • A grim report for Asia and Australia’s coral: there’s so much plastic debris that if you lined each piece up it would circle the Earth at least 14 times. Worse: corals littered with plastic were 20 times more likely to be diseased. [The New York Times] • A U.S. Senate report found that $800 million worth of fentanyl pills were illegally shipped over two years from China, and sold primarily through Bitcoin. [The New York Times] • The kissing defense: Gil Roberts, the U.S. sprinter, beat a doping case by saying an impassioned exchange of saliva with his medicated girlfriend probably caused his violation. [The New York Times] Tips, both new and old, for a more fulfilling life. • How do your internal organs communicate during exercise? • To combat “text neck,” put your phone down and keep your head up. • Recipe of the day: Spend some time this weekend cooking an excellent risotto with sausage and parsley. • The discovery of a fossilized jawbone in a cave in Israel could rewrite the story of human migration, proving that Homo sapiens ventured out of Africa about 50,000 years earlier than is believed. • The “gift of a lie”: The latest video in our series on motherhood tells a dramatic tale of sadness and redemption. • And researchers in Germany created a tiny robot small enough to navigate a stomach or urinary system. It walks, jumps, crawls, rolls and swims, and may someday deliver drugs inside the body. She wanted to fly, but no U.S. aviation school would admit her. So she taught herself French, moved to France and became the first African-American woman to earn a pilot’s license, in 1921. Bessie Coleman was born on this day in 1892 in Atlanta, Tex. The daughter of sharecroppers, who were also of Native American descent, she was inspired by stories of the Wright brothers and World War I pilots. Ms. Coleman’s brother told her of seeing Frenchwomen fly when he served in World War I, so she headed across the Atlantic. She earned her international pilot’s license in seven months. She returned to the U.S. and performed as a stunt pilot, dazzling audiences at air shows — but only those that were open to viewers of her race. “The air is the only place free from prejudice,” she said. On April 30, 1926, Ms. Coleman was airborne when her biplane flipped over during a test flight. She plummeted to her death from the open cockpit. She was 34. “Before she died, however, Miss Coleman became a role model for many young black women and, as a consequence, flying became popular among them,” The Times noted in 1985. Inyoung Kang contributed reporting. _____ Your Morning Briefing is published weekday mornings and updated online. Browse past briefings here. We have briefings timed for the Australian, Asian, European and American mornings. And our Australia bureau chief offers a weekly letter adding analysis and conversations with readers. You can sign up for these and other Times newsletters here. What would you like to see here? Contact us at asiabriefing@nytimes.com. "
283,"Every week your contributions to our site seem to get more thoughtful — and every week we’re delighted to see loyal schools (shout-out to Wilmington, N.C.!) show up, as well as welcome new ones. This week, for instance, we have student comments from Momence, Ill., and Perry, Fla. But we also want to spotlight the contributions of one person in particular: Meghan Miraglia from Massachusetts, we love what you have to say, and we appreciate the interesting ways you say it. We seem to call Ms. Miraglia out every week, but this week she also starts us off, below, with a thoughtful post about America’s tangled relationship with race. Finally, though our weekly Film Club feature is not one of our writing prompts, and thus not part of what we capture in this feature, we want to note that the Jan. 12 edition, on the short film “Can Texting Save Lives,” was popular with student commenters. We heard from Apopka, Fla.; Houston, Tex.; and Jefferson High School in Lafayette, La. Teachers, if your students regularly post to our writing prompts and are sometimes called out here, we’d love to hear what the experience has been like — for them and for you. This is a new feature this year, and we’re always seeking feedback. In fact, the email address to which you can write and tell us is LNFeedback@nytimes.com. Thank you in advance! Please note: All student comments have been lightly edited for length, but otherwise appear just as they were originally submitted. _________ "
