,text
102,"“You all just got a lot richer,” Trump reportedly told guests at Mar-a-Lago. But Republicans will nonetheless keep insisting that the corporate tax cut that is the main item in the tax bill is really for the benefit of workers. They will be aided in this claim by some recent corporate announcements of bonuses or wage hikes that they attribute to the tax cut. It’s nonsense, of course. Think of the motivation: lots of companies are raising wages at least a bit in the face of tight labor markets; pretending that it’s because of the tax cut is a cheap way to curry favor with an administration that has no hesitation about using regulatory and antitrust decisions to reward friends and punish enemies. It’s basically Carrier all over: make a Trump-friendly splash by declaring that he persuaded you to save jobs, then lay off lots of workers after the cameras have moved on. But there’s a larger point here: even if you believe economic analyses that suggest corporate tax cuts are good for wages, it shouldn’t happen right away. Any trickle-down should come about because the tax cuts lead to higher investment, which leads over time to a larger capital stock – and it’s the increase in the capital stock, which may take many years, that leads to the wage rise. I keep finding it helpful to use a diagram representing the economy corporate tax-cutters imagine we have: a one-sector economy with no monopoly power, open to inflows of foreign capital. (Adding the reality of monopoly rents, noncorporate capital, and nontraded goods all reduce the extent of trickle-down.) This stylized economy looks like Figure 1: The downward-sloping line is the marginal product of capital, which is equal (in this model) to the pre-tax rate of return r. The after-tax return is r(1-t), where t is the tax rate. "
103,      
104,      
105,"The Trump administration is scaling back the use of fines against nursing homes that harm residents or place them in grave risk of injury, part of a broader relaxation of regulations under the president. The shift in the Medicare program’s penalty protocols was requested by the nursing home industry. The American Health Care Association, the industry’s main trade group, has complained that under President Barack Obama, federal inspectors focused excessively on catching wrongdoing rather than helping nursing homes improve. “It is critical that we have relief,” Mark Parkinson, the group’s president, wrote in a letter to Mr. Trump in December 2016. Since 2013, nearly 6,500 nursing homes — four of every 10 — have been cited at least once for a serious violation, federal records show. Medicare has fined two-thirds of those homes. Common citations include failing to protect residents from avoidable accidents, neglect, mistreatment and bedsores. The new guidelines discourage regulators from levying fines in some situations, even when they have resulted in a resident’s death. The guidelines will also probably result in lower fines for many facilities. The change in policy aligns with Mr. Trump’s promise to reduce bureaucracy, regulation and government intervention in business. Dr. Kate Goodrich, director of clinical standards and quality at the Centers for Medicare and Medicaid Services, said in a statement that unnecessary regulation was the main concern that health care providers raised with officials. “Rather than spending quality time with their patients, the providers are spending time complying with regulations that get in the way of caring for their patients and doesn’t increase the quality of care they provide,” Dr. Goodrich said. But advocates for nursing-home residents say the revised penalties are weakening a valuable patient-safety tool. “They’ve pretty much emasculated enforcement, which was already weak,” said Toby Edelman, a senior attorney at the Center for Medicare Advocacy. Medicare has different ways of applying penalties. It can impose a specific fine for a particular violation. It can assess a fine for each day that a nursing home was in violation. Or it can deny payments for new admissions. The average fine in recent years has been $33,453, but 531 nursing homes amassed combined federal fines above $100,000, records show. In 2016, Congress increased the fines to factor in several years of inflation that had not been accounted for previously. The new rules have been instituted gradually throughout the year. In October, the Centers for Medicare and Medicaid Services discouraged its regional offices from levying fines, even in the most serious health violations, if the error was a “one-time mistake.” The centers said that intentional disregard for residents’ health and safety or systemic errors should still merit fines. A July memo from the centers discouraged the directors of state agencies that survey nursing homes from issuing daily fines for violations that began before an inspection, favoring one-time fines instead. Daily fines remain the recommended approach for major violations discovered during an inspection. David Gifford, the American Health Care Association’s senior vice president for quality, said daily fines were intended to prompt quick remedies but were pointless when applied to past errors that had already been fixed by the time inspectors discovered them. “What was happening is you were seeing massive fines accumulating because they were applying them on a per-day basis retrospectively,” Mr. Gifford said. But the change means that some nursing homes could be sheltered from fines above the maximum per-instance fine of $20,965 even for egregious mistakes. In September 2016, for instance, health inspectors faulted Lincoln Manor, a nursing home in Decatur, Ill., for failing to monitor and treat the wound of a patient whose implanted pain-medication pump gradually slipped over eight days through a ruptured suture and protruded from her abdomen. The patient died. The Centers for Medicare and Medicaid Services fined Lincoln Manor $282,954, including $10,091 a day for 28 days, from the time the nursing home noticed the problem with the wound until supervisors had retrained nurses to avoid similar errors. An administrative law judge called the penalties “quite modest” given the “appalling” care. The fines were issued before the new guidelines took effect; if the agency had issued a one-time fine, the maximum would have been less than $21,000. Lincoln Manor closed in September. Its owner could not be reached for comment, and his lawyer did not respond to an interview request. Advocates for nursing home residents say that relaxing penalties threatens to undo progress at deterring wrongdoing. Janet Wells, a consultant for California Advocates for Nursing Home Reform, said the changes come as “some egregious violations and injuries to residents are being penalized — finally — at a level that gets the industry’s attention and isn’t just the cost of doing business.” In November, the Trump administration exempted nursing homes that violate eight new safety rules from penalties for 18 months. Homes must still follow the rules, which are intended, among other things, to reduce the overuse of psychotropic drugs and to ensure that every home has adequate resources to assist residents with major psychological problems. In June, the Centers for Medicare and Medicaid Services rescinded another Obama administration action that banned nursing homes from pre-emptively requiring residents to submit to arbitration to settle disputes rather than going to court. “We publish nearly 11,000 pages of regulation every year,” the agency’s administrator, Seema Verma, said in a speech in October. That paperwork is “taking doctors away from what matters most: patients.” Janine Finck-Boyle, director of health regulations and policy at LeadingAge, a group of nonprofit nursing homes and other entities that care for older people, said the group’s members had been struggling to cope with regulations. “If you’re a 50-bed rural facility out West or in the Dakotas,” she said, “you don’t have the resources to get everything done from A to Z.” "
106,"After a year of high- and low-level attacks on the press and the First Amendment, there’s plenty to appreciate in Steven Spielberg’s new movie, “The Post,” which some people around here believe should be called “The Times.” With a focus on the as-yet-untested Washington Post publisher Katharine Graham, played by Meryl Streep, “The Post” tells the story of how portions of a classified government study about the Vietnam War made their way into her newspaper. The Post began to run stories based on the top-secret study — which provided evidence that the Nixon, Johnson and Kennedy administrations had lied to the public about the war effort and its chances for success — only after The New York Times published articles quoting from it in summer 1971. The Nixon administration challenged The Times aggressively, accusing it of violating the Espionage Act and winning a temporary court order that blocked the newspaper from publishing more of what became known as the Pentagon Papers. As it casts a journalism era of analog technology and smoky newsrooms in an idealistic light, the movie makes the point that leaking to the news media can be a principled act — a concept that is certainly in order at a time when President Trump and his anti-press supporters equate it with treason. Daniel Ellsberg, a former Marine and military analyst, brought the Pentagon Papers to The Times, and later to The Post, motivated by an all-American notion that the nation’s citizens had the right to know more about what was going on half a world away in a war financed by their tax dollars and fought by so many of their children. Mr. Ellsberg saw it as his patriotic duty to take the documents, which he had painstakingly copied, to the press. As he has said, “Taking an oath as a public servant does not mean keeping secrets or obeying the president — it’s respecting the Constitution.” “The Post” is also a celebration of the keen judgment and courage of Ms. Graham. Her father granted control of the newspaper to her husband upon his death because “in those days, the only possible heir would have been male,” as she wrote in her Pulitzer Prize-winning biography, “Personal History.” But when Ms. Graham’s husband died, control fell to her. And, she wrote, “I did try — in some small ways, some larger — to do something about raising the visibility of women and increasing the sensitivity toward matters of particular concern to them.” That work continues. The women who have bravely shared stories of harassment and abuse at the hands of powerful men this year — whether on film sets or in newsrooms; on factory floors or in congressional offices — stand on Ms. Graham’s shoulders, as do the trailblazing female reporters who drew attention to their plight. Although occasionally apocryphal, “The Post” captures Ms. Graham’s transformation to towering from timid through her decision to publish the classified documents. As she inserted herself and her newspaper into a national controversy, Ms. Graham was in the process of taking The Washington Post Company public. A standoff with the federal government could have proved devastating. And, her legal advisers warned, President Nixon could pressure the Federal Communications Commission to strip The Post of its television-station licenses — a dubious stratagem that he went on to attempt during Watergate. The business dangers that The Times publisher Arthur O. Sulzberger faced were no less treacherous when he made the decision to publish the Pentagon Papers. Being first, he “took on far more risk,” the paper’s in-house counsel at the time, James C. Goodale, now 84, wrote in The Daily Beast. “It’s as though Hollywood had made a movie about the Times’s triumphant role in Watergate,” Mr. Goodale added. It is an unfortunate irony that the makers of a film dedicated to the pursuit of truth took dramatic license with Mr. Sulzberger, who died in 2012, in their worthy elevation of Ms. Graham, who died in 2001. In a line from the movie referring to Mr. Sulzberger’s bold decision, the fictional stand-ins for the Times editor A. M. Rosenthal and his first wife, Ann Marie Burke, tell Ms. Graham that The Times’s publisher took the risk only after his Washington bureau chief, James B. Reston, threatened to print the Pentagon Papers in the Vineyard Gazette, the small Martha’s Vineyard paper he had bought a couple of years earlier. While Mr. Reston did make that remark, Mr. Goodale told me, “I don’t think anybody took him seriously.” Mr. Sulzberger, who was known as Punch, published the secret study after reading all of its 7,000 pages. He gave the go-ahead despite his very real assessment that it might land him “20 years to life,” as he put it himself, and over his outside counsel’s refusal to defend the paper if it proceeded. “Punch was absolutely heroic in publishing the Pentagon Papers,” The Times’s lead reporter on the project, Neil Sheehan, 81, told me in a statement. “He was all alone in making his decision. He had the backing of his senior editors like Abe Rosenthal, who was equally courageous. There was a precedent for Kay Graham. Punch had no precedent.” The more important lesson is that, in both cases, family-led newspapers placed their journalistic missions ahead of business imperatives. And they did so under intense governmental pressure, a reminder of the important role that principled family leadership plays in the news business. That has particular resonance in The New York Times Building as Arthur Gregg Sulzberger prepares to take the publisher’s reins from his father, Arthur Ochs Sulzberger Jr., on New Year’s Day, extending the Ochs-Sulzberger family’s stewardship of the paper to a fifth generation. The idea of steadfast news leadership should matter beyond The Times’s offices, given Mr. Trump’s threats against the tax status of Amazon, the company founded by Jeff Bezos, who bought The Post in 2013, and his denigration of the financial performance of The Times, whose subscriptions and stock price experienced double-digit growth in 2017. Both media properties have the protection of their owners — a family, in the case of The Times; and a billionaire, in the case of The Post — who are bulwarks against the blind market forces that would have them turn into clickbait-only versions of themselves. The leadership of the Sulzberger family and Mr. Bezos also provides protection against an executive branch that seems all too willing to punish news outlets that don’t adopt the standards of that Trump favorite, “Fox & Friends.” The president’s other frequent media target, CNN, has no family or billionaire protector at a time when it is at the center of AT&T’s proposed acquisition of its parent company, Time Warner, a deal that the Justice Department has moved to block even as Mr. Trump continues his attacks on the network. Given all this, “The Post” strikes a fitting end note to a tumultuous year for journalism and democracy. Even the debate over whether the movie unfairly credits The Post for one of The Times’s proudest achievements is fitting. The competition between the two news organizations — each now much more than a newspaper — has spurred both of them along. It happened in the 1970s and it happened again in 2017, a golden year for investigative reporting. In deciding in the favor of journalistic freedom in New York Times Co. v. United States, Justice Hugo L. Black wrote in 1971, “Far from deserving condemnation for their courageous reporting, The New York Times, The Washington Post and other newspapers should be commended for serving the purpose that the Founding Fathers saw so clearly.” For good measure, he added, “Only a free and unrestrained press can effectively expose deception in government.” "
107,"A box filled with manure and addressed to Steven Mnuchin, the Treasury secretary, was left Saturday at his neighbor’s home in the upscale Bel-Air neighborhood of Los Angeles, the police told KNBC-TV. Helicopter footage from the station showed the manure spilling onto the ground after the authorities emptied the box, which was covered in Christmas wrapping paper. A Christmas card that referred to Mr. Mnuchin and President Trump was inside the package, which was labeled as coming from “the American people,” KABC-TV reported. The Los Angeles Police Department told the television station KTLA the package contained horse manure. The box raised suspicions and the bomb squad was called to investigate. A Police Department spokesman did not immediately respond to a request for comment on Sunday. Mr. Mnuchin, who was home at the time, “was made aware of the situation” but was not in immediate danger, Rob Weise, a watch commander with the Police Department, told KNBC. A Secret Service spokesman told The Associated Press that the agency was aware of the episode but declined to comment further. Mr. Mnuchin, a former hedge fund manager and Hollywood film financier, was confirmed in February as Treasury secretary and helped plan and pitch Mr. Trump’s tax plan. During his time in office, he has come under fire for flying at taxpayer expense on military aircraft for trips that cost more than $800,000. The Treasury Department’s Inspector General reviewed the air travel after Mr. Mnuchin’s wife, Louise Linton, posted a photo on Instagram in August of the couple leaving a government airplane and highlighting  the high-end luxury brands she was wearing. "
108,"NASHVILLE — At least since Martin Luther nailed his theses to the church door in 1517, Christians have disagreed on what Jesus calls them to do in the name of faith. There are nearly 34,000 Christian denominations worldwide, a number that doesn’t account for American Christians — nearly one in six, according to a Gallup poll last summer — who belong to no denomination at all. But as lively as Christian debate can be, the special Senate election in Alabama has exposed how closely conservative Christianity is now in lock step with the Republican Party. I grew up in Alabama, and I don’t doubt the sincerity of my fellow believers on the other side of the political aisle, but when faithful Christians vote for a man credibly accused of child molesting, something is terribly wrong with Christianity. (With white Christianity, that is: Black Christians overwhelmingly supported the Democratic candidate, Doug Jones.) Eighty percent of white born-again Christians voting in Alabama backed Roy Moore, and there is no skirting the damage they’ve done to their own moral standing. The day of the election, the editor in chief of Christianity Today, Mark Galli, identified the biggest loser in Alabama: Christian faith itself. From now on, Mr. Galli wrote, “When it comes to either matters of life and death or personal commitments of the human heart, no one will believe a word we say, perhaps for a generation.” Christianity presents a conundrum for evangelicals considering a monstrous political candidate who is also a Christian. The very foundation of our faith lies in the infinite mercy of a loving God, and it’s hard for an ordinary sinner to cast the first stone. Last year I asked an evangelical friend how she could bring herself to support a presidential candidate like Donald Trump, whose behavior is so at odds with her own. “He says he’s changed,” she said, “and I believe in God’s redemption. If I didn’t, how could I get out of bed in the morning?” I believe in redemption myself, though if I were in charge I think I’d be looking for evidence of repentance, too. And I’d be asking why people so deeply invested in redemption also tend to be so deeply invested in sending their fellow human beings to death row. But I’m trying to understand the country I’ve found myself in since last year’s election, and these days I look hard for common ground. It isn’t easy to find. In her new book “Moral Combat: How Sex Divided American Christians and Fractured American Politics,” R. Marie Griffith explains the divide between liberal and conservative Christians as a casualty of “the sex wars” — disagreements over women’s rights, birth control, abortion and L.G.B.T. issues. By the time the Supreme Court’s Obergefell v. Hodges decision legalized same-sex marriage in 2015, she writes, “the rupture between Christian antagonists in the sex wars felt irremediable: one could plausibly argue that Christianity had flat out split into two virtually nonoverlapping religions.” "
109,"Ten years ago, a family arrived in the Bronx from Yaoundé, Cameroon, not speaking a word of English. This Christmas, they are celebrating a feat that would be impressive for any family: Three of the family’s five daughters have been accepted to Ivy League universities. In a year in which our nativist president would have you believe that immigrants are, at best, a job-stealing drain and at worst, criminals, rapists and people with AIDS, these three remarkable sisters are worth paying attention to. Not just because they are inspiring — they are — but because they are far better ambassadors for this country and exponents of its ideals than the 45th president. “We brought the girls to this country because there are better opportunities here,” says Flore Kengmeni, their mother, who works as a nurse. “I don’t know of another country where you can try hard, work hard and get somewhere. Where you are given the opportunity to fulfill your potential.” “This country is built on immigrants,” Francois de Paul Silatchom, their father, a professor of economics at SUNY, starts to say, before his middle daughter, Ella, a sophomore at Yale, interjects: “Our experience as a family is what America is.” That experience is marked by hard work, optimism, resilience and a persistent sense of gratitude even to have the opportunity. All three girls admit it wasn’t easy. They recall sitting in class during their first year in America and not understanding what their teachers and classmates were saying. They remember being made fun of, but not really knowing why. "
110,"MEXICO CITY — Guatemala will move its embassy in Israel to Jerusalem from Tel Aviv, its president announced on Sunday, becoming the first nation to follow President Trump’s lead in ordering the change, which has been widely criticized around the world. President Jimmy Morales announced the decision in a post on his official Facebook account, saying he had decided to move the embassy after speaking with Prime Minister Benjamin Netanyahu of Israel. “We spoke of the excellent relations we have had since Guatemala supported the creation of the state of Israel,” Mr. Morales wrote. “One of the most important issues was the return of the Guatemalan Embassy to Jerusalem.” No other country has its embassy for Israel in Jerusalem, although the Czech Republic and Romania are said to be contemplating such a move. Mr. Trump upended decades of American policy with his decision on Jerusalem, aggravating an emotional issue that has festered since the 1967 Arab-Israeli war, when the Israelis occupied the entire city. The consensus of international law is that Jerusalem’s status is unresolved, that claims of sovereignty by Israel are invalid and that the issue must be settled in negotiations between the Israelis and the Palestinians. "
111,"To the Editor: Stephen Mihm is entirely accurate in his assessment of P. T. Barnum and in his rejection of the common comparison with Donald Trump (“No, Trump Is Not P. T. Barnum,” Op-Ed, Dec. 20). As a showman Barnum was willing to stretch the truth for a public that loved what used to be called “bunk.” But as an original trustee of Tufts University he also endowed its Barnum Museum of Natural History, which opened in 1884. Later additions and more support from Barnum would add biological laboratories and classrooms to what became a center of scientific study on campus. Barnum knew the difference between bunk and science, and he did his best to sustain both. (And, yes, there was room for what remained of Jumbo the elephant in the museum.) JOSEPH BUTWIN, SEATTLE The writer is a professor of 19th-century English literature at the University of Washington. "
112,"The Israeli intelligence service asked the great psychologist Daniel Kahneman for help in the 1970s, and Kahneman came back with a suggestion: Get rid of the classic intelligence report. It allows leaders to justify any conclusion they want, Kahneman said. In its place, he suggested giving the leaders estimated probabilities of events. The intelligence service did so, and an early report concluded that one scenario would increase the chance of full-scale war with Syria by 10 percent. Seeing the number, a top official was relieved. “Ten percent increase?” he said. “That is a small difference.” Kahneman was horrified (as Michael Lewis recounts in his book “The Undoing Project”). A 10 percent increase in the chance of catastrophic war was serious. Yet the official decided that 10 wasn’t so different from zero. Looking back years later, Kahneman said: “No one ever made a decision because of a number. They need a story.” His change of heart is good way to introduce my ritual self-criticism. There is a burgeoning tradition in which columnists devote a year-end column to the errors of our ways. The journalist Dave Weigel calls it “pundit accountability.” I’ll start with some back story: Like the pre-1970s Israeli Army, the news business of old didn’t have much use for probabilities, outside of the weather report. These days, though, probabilities pop up all over. At 10 p.m. on Alabama’s recent election night, The Times said that Doug Jones had roughly a 70 percent chance of winning, based on counted votes. (That scoreboard drew 13 million views.) Likewise, the financial media reports recession odds, and sports websites publish real-time win probabilities. I’m a probability advocate. In previous jobs, I have helped create election scoreboards. Probabilities are more meaningful than safe “anything can happen” platitudes, vague “it’s likely” analyses or artificially confident guarantees. But I’ve come to realize that I was wrong about a major aspect of probabilities. They are inherently hard to grasp. That’s especially true for an individual event, like a war or election. People understand that if they roll a die 100 times, they will get some 1’s. But when they see a probability for one event, they tend to think: Is this going to happen or not? They then effectively round to 0 or to 100 percent. That’s what the Israeli official did. It’s also what many Americans did when they heard Hillary Clinton had a 72 percent or 85 percent chance of winning. It’s what football fans did in the Super Bowl when the Atlanta Falcons had a 99 percent chance of victory. And when the unlikely happens, people scream: The probabilities were wrong! Usually, they were not wrong. The screamers were wrong. I used to believe that the best response was explanation and context. After all, people understand that many outcomes with long odds do happen. “Just because it’s rare,” says the medical expert H. Gilbert Welch, “doesn’t mean it doesn’t happen.” You draw an ace (8 percent). A random baby girl grows up to be at least 5’9” (6 percent). New York has a white Christmas (11 percent). In my computer, I’ve got a long list of these unlikely events. But I now think explanation is doomed to fail. For an individual event, people can’t resist saying that a probability was “right” if it was above 50 percent and “wrong” if it was below 50 percent. When this happens, those of us who believe in probabilities can’t just shake our heads and mutter about white Christmases. We have to communicate more effectively. I think part of the answer lies with Kahneman’s insight: Human beings need a story. It’s not enough to say an event has a 10 percent probability. People need a story that forces them to visualize the unlikely event — so they don’t round 10 to zero. Imagine that a forecast giving Candidate X a 10 percent chance included a prominent link, “How X wins.” It would explain how the polling could be off and include a winning map for X. It would all but shout: This really may happen. Welch, a Dartmouth professor, pointed me to an online pictograph about breast-cancer risk. It shows 1,000 stick figures, of which 973 are gray (no cancer), 22 are yellow (future survivor) and five are red (die in next 10 years). You can see the most likely outcome without ignoring the others. Yes, I understand that ideas like this won’t eliminate confusion. But even modest progress would be worthwhile. The rise of big data means that probabilities are becoming a larger part of life. And our misunderstandings have real costs. Obama administration officials, to take one example, might have treated Russian interference more seriously if they hadn’t rounded Trump’s victory odds down to almost zero. Alas, unlike a dice roll, the election is not an event we get to try again. "
113,"WARSAW — It is 3:30 p.m. on a Saturday and the sun is already setting over Warsaw. The hours of daylight here are dictated by the tilt of the Earth, Poland’s position in the Northern Hemisphere and the time of year. But the early time of the sunset is the result of something else. Poland’s fierce desire to be part of Europe after breaking through the Soviet Iron Curtain. For decades, the Soviet Union was on permanent daylight saving time, its clock constantly racing ahead of the sun. The Poles did not want to be told by the Russians when the day would end. Even if it meant putting up with darkness in the afternoon, they would rather be on European time because it meant being part of the European Union. But last week, Poland challenged the very notion of what it means to be part of the bloc when the country pushed ahead with controversial measures to overhaul its judicial system and essentially put the courts under the control of the governing party. The action set off unprecedented censure from the European Union. For the first time, the European Commission, the bloc’s executive arm, used the most powerful threat in its arsenal to try to stop the measure, invoking Article 7 of the European Union treaty, which could strip Poland of its voting rights. It accused the government of trying to undermine core democratic values. President Andrzej Duda signed the measures into law anyway. This is still a nation, however, that wants to stand with the West. Even though the governing party has denounced the European Union’s officials in Brussels as elitist and condescending, it relies on the financial support that membership brings and continues to deepen its military ties with other NATO nations. But not only did the defiance put the direction of Polish democracy at stake, critics of the laws said, it also challenged the very notion of how effectively the bloc can deal with countries that step out of line. If Brussels fails to curb what it sees as behavior that undermines democratic values in Poland, other nations with their own populist leaders, like the Czech Republic and Romania, will be emboldened to chart their own course. Poland is not Hungary, where Prime Minister Viktor Orban frequently antagonizes European Union leaders and cozies up to President Vladimir V. Putin of Russia. The dispute with the European Union is a more complex, and uniquely Polish, affair. The crisis has its roots in 1989, when the country became the first Eastern bloc nation to hold partly free elections after decades of bitter and often-deadly struggle. It would take eight more years to create a constitution, one that Marcin Matczak, a professor of constitutional law at Warsaw University, said was “enacted within a post-totalitarian trauma.” “There was a great fear that the government may be too strong and that we could return to the old times,” he said. “Even the preamble of our Constitution says so. We remember the time when our human rights were infringed upon.” Important among its provisions was a clear separation of powers between the courts and the politicians. But when the Constitution was enacted in 1997, no right-wing party was represented, including Center Agreement, a Christian democratic party and the predecessor to Law and Justice, the current ruling party. “They refused to give this Constitution legitimacy,” Mr. Matcza said. Mr. Matczak, a fierce opponent of the legislation signed by Mr. Duda, acknowledged that this lack of inclusion led to a bitterness that still fuels the governing party and its powerful leader, Jaroslaw Kaczynski. Igor Janke, a former journalist who now runs a think tank, Freedom Institute, informally advises members of the government. Mr. Janke, who says he is sympathetic to the governing party, points to these early years of Polish democracy as being at the heart of today’s problems. “When someone tells me we are destroying the judiciary, I say, ‘What judiciary?’” he said. In the 1990s, he contends, many of those guilty of committing crimes against the Polish people escaped justice. He calls them “the red spiders.” Red spiders breed more red spiders, and even though only two of the 80-odd justices on the Supreme Court have ties dating to the Soviet era, their influence is still felt, he said, echoing the party line. Mr. Matczak says he believes something more sinister is at work. When Law and Justice briefly held power before, from 2005 to 2007, its leader, Mr. Kaczynski, found himself stymied by the courts at every turn. He coined a term for what he viewed as obstructionism: prawny imposybilizm, or legal impossibilism. When the party won power again, he said, Mr. Kaczynski “came back wiser and not willing to make the same mistakes.” He added, “They started their actions with removing the legal impossibilism.” The first move was to dismantle the Constitutional Tribunal, which is empowered to review Poland’s laws. They removed unfriendly justices and ensured the once-powerful body was little more than a rubber stamp for the party, Mr. Matczak said. “The mechanics of this attack on the Supreme Court are very similar,” he said. “First, you have an attack on judges.” Mr. Matczak said a close reading of the new laws shows their true intent. “The whole idea behind these two bills is to have full control over the national judiciary council, which has control over appointing judges,” he said. “And if you have control over the selecting committee, you need vacancies.” Age limits create those vacancies on the Supreme Court. He said he feared that the next step for the government would be to use a subservient judicial system to go after both old enemies and political rivals. He pointed to a new provision that allows for something known as a special extraordinary appeal, which would essentially allow any case over the past 20 years to be reopened. “The result of this new legal tool will be over one million cases reopened over three years,” he speculated. Mr. Matczak said he also fears that Mr. Kaczynski and his party plan to create a “fourth republic” — one based on conservative values and purged of pernicious enemies dating back to the Communist era. “He wants to create a new country with new rules,” he said of Mr. Kaczynski. So far, outside the European Union, the reaction has been muted. Just one day after the legislation became law, Poland’s new prime minister, Mateusz Morawiecki, stood side by side in Warsaw with Britain’s prime minister, Theresa May, to announce a new defense agreement and a commitment to protecting the rights of the one million Poles in Britain after it leaves the bloc. Mrs. May danced around a question about the battle over the courts. “These constitutional issues are normally, and should be primarily, a matter for the individual country concerned,” she said, expressing the hope that negotiations with Brussels would resolve any outstanding issues. Likewise, the United States has avoided criticizing Poland, and the government here continues to seek the favor of the Trump administration. When the United Nations General Assembly voted overwhelmingly to condemn Washington’s recognition of Jerusalem as the capital of Israel, Poland was among a number of American allies to abstain. That leaves the European Union to wrestle with the consequences of the current crisis. Mr. Matczak, for one, says he sees dark days ahead. “I am ashamed now,” he said. “We were a paragon of transformation of the rule of law. That has all changed.” "
114,"Many of us came into 2017 expecting the worst. And in many ways, the worst is what we got. Donald Trump has been every bit as horrible as one might have expected; he continues, day after day, to prove himself utterly unfit for office, morally and intellectually. And the Republican Party — including so-called moderates — turns out, if anything, to be even worse than one might have expected. At this point it’s evidently composed entirely of cynical apparatchiks, willing to sell out every principle — and every shred of their own dignity — as long as their donors get big tax cuts. Meanwhile, conservative media have given up even the pretense of doing real reporting, and become blatant organs of ruling-party propaganda. Yet I’m ending this year with a feeling of hope, because tens of millions of Americans have risen to the occasion. The U.S. may yet become another Turkey or Hungary — a state that preserves the forms of democracy but has become an authoritarian regime in practice. But it won’t happen as easily or as quickly as many of us had feared. Early this year the commentator David Frum warned that the slide into authoritarianism would be unstoppable “if people retreat into private life, if critics grow quieter, if cynicism becomes endemic.” But so far that hasn’t happened. What we’ve seen instead is the emergence of a highly energized resistance. That resistance made itself visible literally the day after Trump took office, with the huge women’s marches that took place on Jan. 21, dwarfing the thin crowds at the inauguration. If American democracy survives this terrible episode, I vote that we make pink pussy hats the symbol of our delivery from evil. The resistance continued with the town hall crowds that confronted Republican legislators as they tried to repeal the Affordable Care Act. And in case anyone wondered whether the vocal anti-Trump crowds and Trump’s hugely negative polling would translate into political action, a string of special elections — capped by a giant Democratic wave in Virginia and a stunning upset in Alabama — has put such doubts to rest. "
115,"On Tuesday night CBS will air the Kennedy Center Honors, and President Trump will not be on the screen, because he declined to attend the event when it was held on Dec. 3 in Washington. What does it mean that Mr. Trump didn’t have the nerve, for a single night, to be in a room with artists who have criticized him? The president’s team claimed that he did not attend so that the artists could celebrate in peace rather than having a political distraction. But the president votes, as we all do, with his feet. Though the arts have never been neutral politically, the honoring of artists is a bipartisan ritual. The Kennedy Center was a place where the left and the right could agree that the arts occupy a central place in our culture, worthy of our attention and respect. Artists chosen for the Kennedy Center awards generally have fans on the left and the right and everywhere in between. The checkbooks of art patrons are not marked with their party affiliations. I came of age in the culture wars of the 1980s, when Ronald Reagan planned to eliminate the National Endowment for the Arts, and, instead, ended up whittling down its budget by a small percentage. Still, in 1984, before putting medals on Arthur Miller and Lena Horne among other luminaries, he reflected on the way Americans had developed “a culture that was as fertile as this new land” and had continued to innovate in arts and entertainment. “And today our nation has crowned her greatness with grace, and we gather this evening to honor five artists who have helped her to do so,” he said. I never thought I would be quoting Ronald Reagan to make an argument for the centrality of the arts in American life — but his phrase struck me, during the bizarre cultural moment we are living through: “Our nation has crowned her greatness with grace.” Mr. Trump wants “to make America great again” without dissent and without the arts; but can one truly have greatness without grace? "
